STRING	STRING	STRING	STRING
319	普通攻击优先攻击防御型伙伴	普通攻擊優先攻擊防禦型夥伴	Common attack targets defense hero first
320	物理系	物理系	Physical Hero
321	防御系	防禦系	Defense Hero
322	魔法系	魔法系	Magic Hero
323	还可以购买	還可以購買	Can also purchase
324	总价:	總價:	Total Price:
325	伙伴	夥伴	Hero
326	基本属性	基本屬性	Basic Property
327	组合	組合	Relation
328	升级啦!	升級啦!	Level Up!
329	身份	身份	Identity
330	姓名	姓名	Name
331	质量	品質	Quality
332	性别	性別	Gender
333	职业	職業	Primary
334	暴击	暴擊	Critical
335	穿透	穿透	Penetrating
336	格挡	格擋	Block
337	减伤	減傷	Damage Reduce
338	抗暴	抗暴	Crit Immunity 
339	抗防	抗防	Defense Hero Immunity
340	抗魔	抗魔	Magic Hero Immunity
341	抗物	抗物	Physical Hero Immunity
342	灭防	滅防	Damage to Defense Hero 
343	灭魔	滅魔	Damage to Magic Hero 
344	灭物	滅物	Damage to Phycics Hero 
345	魔免	魔免	Magic Immunity
346	命中	命中	Hit
347	PVP减伤	PVP減傷	Damage Reduce(PvP)
348	PVP增伤	PVP增傷	Damage Increase(PvP)
349	闪避	閃避	Dodge
350	物免	物免	Physical Immunity
351	增伤	增傷	Damage Increase
352	 高级属性	 高級屬性	Advanced Property
353	请选择	請選擇	Select
354	合 成	合 成	Synthsize
355	兑 换	兌 換	Exchange
356	分 解	分 解	Decompose
357	获得1积分	獲得1積分	Get 1 Score
358	道具招募	道具招募	Basic Summon
359	本次免费	本次免費	Free
360	可获得伙伴	可獲得夥伴	Low-quality hero Available
361	蓝色	藍色	Excellent
362	紫色	紫色	Rare
363	获得2积分	獲得2積分	Get 2 Scores
364	钻石招募	鑽石招募	Diamond Summon
365	橙色	橙色	Epic
366	必出橙色伙伴	必出橙色夥伴	100% get one Epic Hero
367	友情招募	友情招募	Friendship Summon
368	未收集	未收集	Locked
369	已收集	已收集	Unlocked
370	再来一次	再來一次	Again
371	系统	系統	System
372	军团	軍團	Guild
373	世界	世界	World
374	私聊	私聊	Message
375	off	off	Off
376	弹幕	彈幕	Barrage
377	on	on	On
378	发送	發送	Send
379	查看玩家	查看玩家	View
380	佩戴称号会获得属性加成:	佩戴稱號會獲得屬性加成:	Titles Used provide Property bonus:
381	                                            称号说明{nn}{nn}1.玩家可以通过相应系统获得称号{nn}{nn}2.获得称号后，期限称号立即生效进行倒计时{nn}{nn}3.同类称号里，只有最高级的称号提供的属性加成会生效{nn}{nn}4.玩家可以自由选择获得的称号进行佩戴，不影响属性加成{nn}{nn}5.佩戴中的称号会在个人信息中以及排行榜等处显示	                                            稱號說明{nn}{nn}1.玩家可以通過相應系統獲得稱號{nn}{nn}2.獲得稱號後，期限稱號立即生效進行倒計時{nn}{nn}3.同類稱號裡，只有最高級的稱號提供的屬性加成會生效{nn}{nn}4.玩家可以自由選擇獲得的稱號進行佩戴，不影響屬性加成{nn}{nn}5.佩戴中的稱號會在個人資訊中以及排行榜等處顯示	"Titles description {nn}{nn}1. Players can get titles through corresponding systems {nn}{nn} 2. After getting titles, deadline titles go into effect immediately and enter into countdown{nn}{nn} 3. Among the same kind of titles, only the Max level provides effective Property bonus{nn}{nn}4. Players can choose obtained titles freely to equip without affecting Property bonus {nn}{nn} 5. The Used titles will be shown in personal information and Ranking etc."
382	去获取	去獲取	Go get
383	称号属性加成：	稱號屬性加成：	Titles Property bonus:
384	佩戴	佩戴	Wear
385	启动	啟動	Activate
386	称号启动	稱號啟動	Title Activation
387	猎人大会称号	獵人大會稱號	Hunter Congress
388	手气称号	手氣稱號	Fortune
389	描述	描述	Describe
390	可佩带	可佩帶	Wearable
391	充能	充能	Upgrade
392	需要材料	需要材料	Requirements
393	提示：充能时使用+和-能更快捷	提示：充能時使用+和-能更快捷	Tips: Tap + and - to adjust level 
394	技能点数	技能點數	Skill Point
395	需要原力	需要原力	Force
396	当前累计充值	當前累計儲值	Current total recharge
397	活动时间:	活動時間:	Event time:
398	活动介绍:	活動介紹:	Event Detail:
399	在活动期间，累计充值钻石达到相应数量时，即可领取对应礼包。	在活動期間，累計儲值鑽石達到相應數量時，即可領取對應禮包。	"During the event, the reward is available when your accumulated recharge reaches the following diamonds."
400	去充值	去儲值	Recharge
401	购买次数	購買次數	Limit
402	将获得以下物品	將獲得以下物品	Items Obtained List
403	消耗 	消耗	Cost
404	(掉率：极低)	(掉率：極低)	(rate: extremely low)
405	前往	前往	Go
406	(未解锁)	(未解鎖)	(locked)
407	精英	精英	Hard
408	可在商店购买	可在商店購買	Available in shop
409	该道具暂不在副本中产出	該道具暫不在副本中產出	Not available in Mission
410	运营活动	運營活動	Event
411	查看装备	查看裝備	View Equipment
412	军团 - 	軍團 -	Guild -
413	充值翻牌	儲值翻牌	Recharge Draw
414	                                            积分规则{nn}{nn}1.活动期间每充值1元人民币，可获得1点翻牌积分{nn}{nn}2.参与本次活动每日最多可用的积分为1100点，剩余的积分将在活动结束后清零{nn}{nn}                                            活动介绍{nn}{nn}1.玩家在活动开启期间充值达到一定数额，可以参与充值翻牌活动，获得额外的钻石福利{nn}{nn}2.有幸运翻牌和豪华翻牌2种方式可选择，消耗的翻牌积分不同，获得的返利也不同{nn}{nn}3.翻牌过程中，可以重置翻牌进度	                                            積分規則{nn}{nn}1.活動期間每儲值10鑽石，可獲得1點翻牌積分{nn}{nn}2.參與本次活動每日最多可用的積分為1100點，剩餘的積分將在活動結束後清零{nn}{nn}                                            活動介紹{nn}{nn}1.玩家在活動開啟期間儲值達到一定數額，可以參與儲值翻牌活動，獲得額外的鑽石福利{nn}{nn}2.有幸運翻牌和豪華翻牌2種方式可選擇，消耗的翻牌積分不同，獲得的返利也不同{nn}{nn}3.翻牌過程中，可以重置翻牌進度	"Draw Score Description{nn}{nn} 1. Recharge 10 diamonds to obtain 1 Draw Score during the event{nn}{nn}2. You can use Draw Score with the toplimit of 1100 Score daily, remaining Score will be reset to 0 when the event  ends{nn}{nn}Event Description{nn}{nn}1. Players who recharge a certain amount of diamonds during the event can participate in the Draw to earn extra diamonds{nn}{nn} 2. Lucky Draw and Deluxe Draw cost different Scores to get different bonus{nn}{nn} 3. Draw can be reset"
415	重置	重置	Reset
416	豪华翻牌	豪華翻牌	Advanced Draw
417	翻牌可以获得以上奖励，请先点击洗牌	翻牌可以獲得以上獎勵，請先點擊洗牌	Rewards above are available after Draw. Tap the Shuffle to begin
418	洗牌	洗牌	Shuffle
419	幸运翻牌	幸運翻牌	Lucky Draw
420	欢迎来到红包商城，走过路过不要错过	歡迎來到紅包商城，走過路過不要錯過	Welcome to Hongbao Shop!
421	当前积分：	當前積分：	Current Score:
422	红包商城	紅包商城	Hongbao Shop
423	当前积分:	當前積分:	Current Score:
424	活动倒计时:	活動倒計時:	Event Countdown:
425	充  值	儲  值	Recharge
426	成长计划	成長計畫	Growth Plan
427	已购买成长计划	已購買成長計畫	Growth Plan has been purchased
428	x 1000	x 1000	x 1000
429	充值	儲值	Recharge
430	已购买人数	已購買人數	Number of players who purchased it
431	全民福利	全民福利	General Welfare
432	与小伙伴一同成长，全服玩家共享豪华大礼！{nn}购买人数越多，奖励就越多哦	與小夥伴一同成長，全服玩家共用豪華大禮！{nn}購買人數越多，獎勵就越多哦	The number of rewards you can claim are according to the number of the players who bought Growth Plan.
433	即可领取	即可領取	Required
434	活动时间:	活動時間:	Event time:
435	活动介绍:	活動介紹:	Description:
436	主人单笔充值达到一定钻石，即可领取丰厚的大礼一份。	主人單筆儲值達到一定鑽石，即可領取豐厚的大禮一份。	"During the event, the reward is available only if your single recharge accords with following diamonds."
437	剩余次数:	剩餘次數:	Limit:
438	更换时装	更換時裝	Change
439	解锁时装	解鎖時裝	Unlock
440	该时装无属性加成	該時裝無屬性加成	No Property
441	解锁前	解鎖前	Before
442	解锁	解鎖	Unlock
443	解锁条件	解鎖條件	Conditions
444	解锁后	解鎖後	After
445	已达到最高成就	已達到最高成就	Max
446	成就	成就	Achievement
447	套装	套裝	Suit
448	解锁增加伙伴属性（无需穿戴）	解鎖增加夥伴屬性（無需穿戴）	Unlock to add hero's property (don't need to equip)
449	收集完成度:	收集完成度:	Progress:
450	生命 	生命	Health
451	每日签到	每日簽到	Daily Sign-in
452	群攻 晕眩 减能量 回血	群攻 暈眩 減能量 回血	"Ability: AOE, Stun, Energy reduction, Heal"
453	叼到没朋友！！	屌到沒朋友！！	Super excellent!
454	明日少尉	明日少尉	Jocasta
455	累计签到30天后赠送1000点VIP经验	累計簽到30天後贈送1000點VIP經驗	You will obtain 1000 VIP EXP at the 30th day sign-in
456	每日签到奖励	每日簽到獎勵	Daily Sign-in Reward
457	VIP礼包	VIP禮包	VIP Packs
458	每周礼包	每週禮包	Weekly Packs
459	每日福利	每日福利	Daily Bonus
460	任务名	任務名	Quest
461	兑换	兌換	Exchange
462	强化属性	強化屬性	Enhance Property
463	强化等级	強化等級	Enhance Level
464	精炼属性	精煉屬性	Refine Property
465	精炼	精煉	Refine
466	精炼阶级	精煉階級	Refine Level
467	升星属性	升星屬性	Evolve Property
468	升星	升星	E
469	升星等级	升星等級	Evolve Level
470	圣器技能	聖器技能	Divine Skill
471	替换	替換	Change
472	装备培养	裝備培養	Equipment Forge
473	每一级强化属性	每一級強化屬性	Enhance Property per Level
474	每一级精炼属性	每一級精煉屬性	Refine Property per Level
475	已装备	已裝備	Using
476	消耗金币	消耗金幣	Cost
477	提示：回收时返还所有材料	提示：回收時返還所有材料	Tip: Return all materials when recycling
478	下阶属性	下階屬性	After
479	装备已升到最高星级	裝備已升到最高星級	Max
480	一键精炼	一鍵精煉	Quick Refine
481	精炼等级:	精煉等級:	Refine Level:
482	本阶属性	本階屬性	Before
483	已精炼至最大等级	已精煉至最大等級	Max
484	回收时返还全部强化费用	回收時返還全部強化費用	Return all enhance consumption when recycling
485	强化费用:	強化費用:	Cost:
486	强化上限:	強化上限:	Limit:
487	提示：分解时返还所有材料	提示：分解時返還所有材料	Tips: Return all materials when decomposing
488	升星后	升星後	After
489	升星前	升星前	Before
490	太空漫游	太空漫遊	Space Odyssey
491	                                            太空漫游{nn}{nn}1.太空漫游中，玩家每次探索都会获得资源奖励和积分。{nn}{nn}2.可能获得的奖励可在“奖励预览”中查看{nn}{nn}3.在探索中有一定概率遇到奇遇时间，具体事件如下：{nn}（1）奇遇商店：超值优惠购买资源{nn}（2）神秘宝箱：开启获得神秘奖励{nn}（3）星际守卫：击杀守卫获得资源{nn}（4）女神答题：女神知识大比拼{nn}（5）充值送礼：单笔充值赢大礼{nn}{nn}{nn}                                            排行榜{nn}{nn}1.在活动中探索、奇遇商店购买道具、高级宝箱开启都会获得对应活动积分{nn}{nn}2.系统会根据玩家的总积分进行单服排名{nn}{nn}3.总积分达到12000的玩家有资格进入排行榜{nn}{nn}4.排行榜前100的玩家可获得对应的奖励。具体奖励可在排行奖励页签中查看{nn}{nn}5.积分相同时先达到的玩家名次排在前面{nn}{nn}6.玩家在活动中每达到一定积分即可领取对应的奖励{nn}{nn}7.积分奖励在积分奖励弹窗中领取	                                            太空漫遊{nn}{nn}1.太空漫遊中，玩家每次探索都會獲得資源獎勵和積分。{nn}{nn}2.可能獲得的獎勵可在“獎勵預覽”中查看{nn}{nn}3.在探索中有一定概率遇到奇遇時間，具體事件如下：{nn}（1）奇遇商店：超值優惠購買資源{nn}（2）神秘寶箱：開啟獲得神秘獎勵{nn}（3）星際守衛：擊殺守衛獲得資源{nn}（4）女神答題：女神知識大比拼{nn}（5）儲值送禮：單筆儲值贏大禮{nn}{nn}{nn}                                            排行榜{nn}{nn}1.在活動中探索、奇遇商店購買道具、高級寶箱開啟都會獲得對應活動積分{nn}{nn}2.系統會根據玩家的總積分進行單服排名{nn}{nn}3.總積分達到12000的玩家有資格進入排行榜{nn}{nn}4.排行榜前100的玩家可獲得對應的獎勵。具體獎勵可在排行獎勵頁簽中查看{nn}{nn}5.積分相同時先達到的玩家名次排在前面{nn}{nn}6.玩家在活動中每達到一定積分即可領取對應的獎勵{nn}{nn}7.積分獎勵在積分獎勵彈窗中領取	"Space Odyssey{nn}{nn}1. Players will obtain resource rewards and Score during each Star in Space Odyssey.{nn}{nn}2. View ""Rewards Preview"" for probable rewards{nn}{nn}3. Have a certain probability to encounter the Adventure time during exploration, the concrete events are as follows:{nn}(1)Adventurous Shop: purchase resources with a premium discount{nn}(2)Mysterious Chest: open to get mysterious rewards{nn}(3)Starcraft Guardian: kill guards to get resources{nn}(4)Goddess Quiz: Goddess's Knowledge Competition{nn}(5)Recharge Gifts: single recharge to receive gifts{nn}{nn}{nn}Ranking{nn}{nn} 1. There are corresponding event Score for exploring in events, purchasing items in Adventurous Shop and opening Advanced Chests{nn}{nn}2. System will conduct single server ranking according to players' total Score{nn}{nn}3. Players with 12000 Score or above are qualified to enter Ranking{nn}{nn}4. Top 100 players in Ranking can get corresponding rewards. Concrete rewards can be viewed in Ranking Rewards tab{nn}{nn}5. For players with same Score, the one who reached first ranks ahead{nn}{nn}6. Players can claim corresponding rewards for each certain Score{nn}{nn}7. Claim Score rewards in Score rewards popups"
492	探索1次	探索1次	Explore
493	探索10次	探索10次	Explore x 10
494	达人榜	達人榜	Master Ranking
495	总积分：	總積分：	Total Score:
496	当前排名：	當前排名：	Current ranking:
497	活动倒计时：	活動倒計時：	Event countdown:
498	奇遇	奇遇	Adventure
499	积分奖励	積分獎勵	Reward
500	忽略	忽略	Ignore
501	神秘宝箱	神秘寶箱	Mysterious Chest
502	开启	開啟	Open
503	消耗	消耗	Consumption
504	获得积分	獲得積分	Get Score
505	点击宝箱可查看[奖励预览]	點擊寶箱可查看[獎勵預覽]	Tap chest to view [Rewards Preview]
506	探索到了神秘宝箱，开启获得惊喜礼物	探索到了神秘寶箱，開啟獲得驚喜禮物	"Explored a Mysterious Chest, open to get surprise gifts"
507	消耗体力	消耗體力	Stamina Consumption
508	挑战奖励	挑戰獎勵	Challenge Reward
509	军团贡献	軍團貢獻	Exploit
510	太空守卫	太空守衛	Space Guardian
511	生命值	生命值	Health
512	 若未击败守卫，其血量会被继承，可再次挑战	 若未擊敗守衛，其血量會被繼承，可再次挑戰	"When failing to defeat guardian, health will be inherited for challenging once again"
513	挑战	挑戰	Challenge
514	充值送礼	儲值送禮	Recharge Gifts
515	主人，单笔充值可获得更多赠送道具！	主人，單筆儲值可獲得更多贈送道具！	"Master, single recharge can get more complimentary item!"
516	女神问答	女神問答	Goddess Quiz
517	答对奖励	答對獎勵	Right Answer Reward
518	答错奖励	答錯獎勵	Wrong Answer Reward
519	奇遇商店	奇遇商店	Adventure Shop
520	超值折扣，还可以得到积分。还不赶快买买买	超值折扣，還可以得到積分。還不趕快買買買	"Excellent discount, can get Score in addition. Come and buy it"
521	原价	原價	Old price
522	现价	現價	Current
523	刷新	刷新	Refresh
524	精英奖励	精英獎勵	Elite Reward
525	普通排名	普通排名	Common Ranking
526	名字	名字	Name
527	头像	頭像	Avatar
528	作战精英	作戰精英	Combat Elite
529	达到12000分可入围排行榜	達到12000分可入圍排行榜	"Ranking - at least 12,000 score"
530	稀有道具	稀有道具	Rare item
531	普通道具	普通道具	Common item
532	获得物品	獲得物品	Obtained items
533	奇遇事件	奇遇事件	Adventurous events
534	探索奖励	探索獎勵	Reward
535	达到5888分可入围精英榜	達到5888分可入圍精英榜	"Advanced Ranking - at least 5,888 score"
536	1st	1st	1st
537	首次充值	首次儲值	First Gift
538	任意金额	任意金額	Any amount
539	可获得	可獲得	Available
540	双倍钻石	雙倍鑽石	Double diamonds
541	和价值	和價值	And value
542	的大礼包	的大禮包	Pack
543	1、强力的伙伴，助您轻松闯关！	1、強力的夥伴，助您輕鬆闖關！	1. Massive gold
544	2、华丽的紫装，让您独领风骚！	2、華麗的紫裝，讓您獨領風騷！	2. Powerful hero
545	3、海量的金币，让您富可敌国！	3、海量的金幣，讓您富可敵國！	3. Rare equipment
546	4、丰厚的钻石，为您打开胜利之门！	4、豐厚的鑽石，為您打開勝利之門！	4. Abundant diamonds
547	好友	好友	Friend
548	[ 您还未添加任何好友 ]	[ 您還未添加任何好友 ]	[No friends]
549	搜索	搜索	Search
550	[ 没有搜索到更多玩家 ]	[ 沒有搜索到更多玩家 ]	[No more players]
551	新增	新增	New
552	[ 没有更多新增的好友 ]	[ 沒有更多新增的好友 ]	[No more new friends]
553	分享	分享	Share
554	赠送	贈送	Gift
555	今日可领取次数:	今日可領取次數:	Remaining times:
556	[ 没有收到更多赠送 ]	[ 沒有收到更多贈送 ]	[No more gifts]
558	保存至手机	保存至手機	Save to phone
559	分享游戏	分享遊戲	Share
560	光环技能	光環技能	Halo Skill
561	点击跳过...	點擊跳過...	Skip...
562	跳过引导	跳過引導	Skip
563	在10:00-22:00内，每2小时恢复1次后恢复	在10:00-22:00內，每2小時恢復1次後恢復	"During 10 am~10 pm, recover once every 2 hours and repeat"
564	通关奖励	通關獎勵	Reward
565	击杀奖励	擊殺獎勵	Kill Reward
566	[伤害越多，奖励越多，击杀者可获得             ]	[傷害越多，獎勵越多，擊殺者可獲得             ]	"More DMG, more rewards. The killer obtain"
567	 挑战 	 挑戰	Start
568	军团副本	軍團副本	Mission
569	                                            副本奖励{nn}{nn}1.每次攻打可以获得大量的军团贡献，关卡和伤害值越高，攻打所得贡献越多{nn}{nn}2.击败守卫可为军团增加经验，击杀守卫的玩家可以额外获得军团贡献奖励{nn}{nn}3.每击败一个守卫，可在试炼奖励中领取一份奖励{nn}{nn}                                            副本规则{nn}{nn}1.每天10:00-23:59开启军团副本，10:00-21:59为攻打时间，领奖时间持续到23:59{nn}{nn}2.副本开启后，军团每通关1个关卡，会自动开启下一关卡{nn}{nn}3.每天军团副本开启前，会将当前所在的章节进度重置{nn}{nn}4.每天军团副本开启时，有3次挑战次数，在副本攻打时间内，每隔2小时恢复一次{nn}{nn}5.可以花费钻石购买挑战次数，VIP等级越高，可购买次数越多{nn}{nn}6.军团副本每天会重置到历史最高关卡的前一关{nn}	                                            副本獎勵{nn}{nn}1.每次攻打可以獲得大量的軍團貢獻，關卡和傷害值越高，攻打所得貢獻越多{nn}{nn}2.擊敗守衛可為軍團增加經驗，擊殺守衛的玩家可以額外獲得軍團貢獻獎勵{nn}{nn}3.每擊敗一個守衛，可在試煉獎勵中領取一份獎勵{nn}{nn}                                            副本規則{nn}{nn}1.每天10:00-23:59開啟軍團副本，10:00-21:59為攻打時間，領獎時間持續到23:59{nn}{nn}2.副本開啟後，軍團每通關1個關卡，會自動開啟下一關卡{nn}{nn}3.每天軍團副本開啟前，會將當前所在的章節進度重置{nn}{nn}4.每天軍團副本開啟時，有3次挑戰次數，在副本攻打時間內，每隔2小時恢復一次{nn}{nn}5.可以花費鑽石購買挑戰次數，VIP等級越高，可購買次數越多{nn}{nn}6.軍團副本每天會重置到歷史最高關卡的前一關{nn}	"Dungeon rewards{nn}{nn}1. Each attack can get massive Guild Exploit, the higher stage and DMG value, the more Exploit{nn}{nn}2. Defeat guardian can add EXP for guild, players who kill guardian can get additional Guild Exploit Rewards{nn}{nn}3. Defeating one guardian can get one reward in Trial Rewards{nn}{nn}Dungeon rules {nn}{nn} 1. Guild Dungeon is unlocked at 10 am~10 pm everyday, the attack time is at 10 am~10 pm, the time to claim rewards ends at 10 pm{nn}{nn}2. After the Dungeon is unlocked, the next stage will be unlocked automatically for each stage clearance{nn}{nn}3. Before Daily Guild Dungeon unlocked, the current progress will be reset{nn}{nn}4.When Daily guild Dungeon unlocked, there are 3 challenge times, which renews every 2h during the attack time{nn}{nn} 5. Challenge times can be bought by spending diamonds, the higher VIP level, the more purchase times{nn}{nn}6. Guild Dungeon will be reset to the previous stage of the historical Max stage{nn}"
570	今日成员战绩	今日成員戰績	Member Record
571	排名              头像               成员              挑战次数                累计伤害	排名              頭像               成員              挑戰次數                累計傷害	Ranking        Avatar      Member       Challenge times           DMG
572	试炼奖励	試煉獎勵	Reward
573	坚苍守卫	堅蒼守衛	Strong Guardian
574	韧战守卫	韌戰守衛	Consistent Guardian
575	迅霆守卫	迅霆守衛	Thunder Guardian
576	布洛守卫	布洛守衛	Brakan Guardian
577	预览奖励	預覽獎勵	Preview
578	已置顶	已置頂	Topped
579	置顶	置頂	Top
580	已有	已有	Have
581	已通关	已通關	Complete
582	抢红包	搶紅包	Grab Hongbao
583	高概率掉落	高概率掉落	High drop rate
584	发放钻石：	發放鑽石：	Grant Diamonds:
585	给您的助手起个名字吧	給您的助手起個名字吧	Your assistant's name is
586	随机	隨機	Random
587	仓库	倉庫	Storage
588	阵容	陣容	Hero
589	星际冒险	星際冒險	Adventure
590	羁绊	羈絆	Relation
591	约会	約會	Date
592	任务	任務	Quest
593	回收	回收	Recycle
594	宠物商店	寵物商店	Pet
595	伙伴商店	夥伴商店	Hero
596	商城	商城	Store
597	回忆商店	回憶商店	Story Shop
598	招募	招募	Summon
599	基因改造	基因改造	Gene
600	排行	排行	Ranking
601	社交	社交	Social
602	VR	VR	VR
603	我叫...	我叫...	My Name is...
604	好友代码（可不填）	好友代码（可不填）	Friend code(optional)
605	在线领奖	線上領獎	Vedio Reward
607	公告	公告	Notice
608	精彩活动	精彩活動	Event
609	开服活动	開服活動	New Server
610	半月庆典	半月慶典	Half Month
611	首  充	首  儲	First Gift
612	邮件	郵件	Mail
613	赠送友情点	贈送友情點	Gift Friendship
614	在线	線上	Online
615	穿戴	穿戴	Wear
616	未解锁	未解鎖	Locked
617	已穿戴	已穿戴	Worn
618	道具兑换	道具兌換	Item Exchange
619	还可兑换	還可兌換	Limit
620	回归补助	回歸補助	Returning Subsidy
621	回归福利	回歸福利	Returning Welfare
622	回归豪礼	回歸豪禮	Returning Rewards
623	剩余时间：	剩餘時間：	Limit time:
624	规则说明：	規則說明：	Detail:
625	回归补助中可通过登陆领取道具；回归福利中可使用钻石购买{nn}折扣道具；回归豪礼中可领取额外累充奖励且每天重置哦！	回歸補助中可通過登陸領取道具；回歸福利中可使用鑽石購買{nn}折扣道具；回歸豪禮中可領取額外累充獎勵且每天重置哦！	Log in to claim item in the Returning Subsidy; Diamonds can be used to purchase {nn} Discount item in the Returning Welfare; Extra accumulative recharge rewards can be claimed in the Returning Rewards and reset daily!
626	主人，欢迎回来，您离开的这段时间我们努力为您准备了丰厚的奖励，快来领取吧！	主人，歡迎回來，您離開的這段時間我們努力為您準備了豐厚的獎勵，快來領取吧！	"Master, welcome back, we have prepared abundant rewards, come to claim!"
627	英雄回归	英雄回歸	Returning
628	下次刷新时间	下次刷新時間	Refresh at
629	已达成	已達成	Complete
630	已启动回忆:	已啟動回憶:	Activated Story:
631	x 50	x 50	x 50
632	属性预览	屬性預覽	Property Preview
633	主人，重置将返回升星消耗的回忆，是否确定？	主人，重置將返回升星消耗的回憶，是否確定？	"The items which has been consumed in Story Evolve will be returned, sure to reset? "
634	剩余次数	剩餘次數	Limit
635	活动期间，完成指定任务可以获得额外奖励！	活動期間，完成指定任務可以獲得額外獎勵！	"During the event, extra reward is available when you complete certain quest."
636	进度:	進度:	Progress:
637	更改名字	更改名字	Change Name
638	名字更改	名字更改	Change Name
639	请输入新的角色名:	請輸入新的角色名:	Input a new name:
640	此次更名花费:	此次更名花費:	Requirement
641	经  验	經  驗	Exp
642	游戏中心	遊戲中心	Game Center
643	更换头像	更換頭像	Change Avatar
644	光环特效	光環特效	Halo effect
645	账号ID	帳號ID	ID
646	等  级	等  級	Level
647	礼包兑换	禮包兌換	Gift Exchange
648	请输入代码	請輸入代码	Please enter the code
649	音乐	音樂	Music
650	问题反馈	問題回饋	Bug Feedback
651	体力数	體力數	Stamina 
652	单个恢复时间	單個恢復時間	Recovery time
653	全部恢复时间	全部恢復時間	Total recovery time
654	能量值	能量值	Energy
655	音效	音效	Sound
656	请选择头像	請選擇頭像	Select an avatar
657	切换账号	切換帳號	Switch Account
658	欢迎来到商城，走过路过不要错过	歡迎來到商城，走過路過不要錯過	Welcome to store
659	金币不足，是否前往炼金?	金幣不足，是否前往煉金?	"Not enough Gold, go for alchemy?"
660	炼金	煉金	Alchemy
661	[ 有几率出现10倍暴击哦! ]	[ 有幾率出現10倍暴擊哦! ]	[Chance to appear 10 times of Crit]
662	是否花费钻石换取金币	是否花費鑽石換取金幣	Tap Alchemy to obtain gold
663	vip等级越高，暴击率越高	vip等級越高，暴擊率越高	High rate to obtain gold x 10 according to VIP level
664	炼金10次	煉金10次	Alchemy x 10
665	今日剩余次数：	今日剩餘次數：	Remaining times:
666	还可以道具	還可以道具	Can also purchase item
667	可以兑换:	可以兌換:	Available:
668	活动结束时间：	活動結束時間：	End time:
669	军衔	軍銜	Military Rank
670	基础	基礎	Basic
671	当前已进阶至最高阶级	當前已進階至最高階級	Max
672	进阶	進階	A
673	特殊	特殊	Special
674	开启军衔	開啟軍銜	Required Military Rank
675	"主人,本次活动已结束,{nn}请在今天尽快领取全服奖励,{nn}并使用掉积分商店的积分哦！"	"主人,本次活動已結束,{nn}請在今天儘快領取全服獎勵,{nn}並使用掉積分商店的積分哦！"	"Master, this event is over, {nn} please claim all servers rewards {nn} and use up score of the Score Shop!"
676	刷新奖励	刷新獎勵	Refresh
677	免费	免費	Free
678	点击撬开一个格子	點擊撬開一個格子	Tap to unlock
679	免费重置	免費重置	Free Reset
680	我要抽取	我要抽取	I want
681	一键获取	一鍵獲取	Quick Claim
682	九宫魔方	九宮魔方	Magic Cube
683	1.九宫魔方中，玩家可以获得翻开的道具并获得积分{nn}2.一键获取能以较少的钻石一次性获得所有9个道具{nn}3.抽取道具前可以花费钻石刷新道具奖励；抽取道具后可以免费刷新道具奖励{nn}4.可能获得的奖励可在“奖励预览”中查看{nn}5.抽到不同稀有度的道具可获得相应的积分，橙色道具15积分，紫色道具5积分，蓝色道具1积分{nn}6.获得的积分可以在积分商店内用来购买道具{nn}7.获得的历史总积分会计入全服累计积分内，达到相应积分全服玩家可以领取对应的奖励	1.九宮魔方中，玩家可以獲得翻開的道具並獲得積分{nn}2.一鍵獲取能以較少的鑽石一次性獲得所有9個道具{nn}3.抽取道具前可以花費鑽石刷新道具獎勵；抽取道具後可以免費刷新道具獎勵{nn}4.可能獲得的獎勵可在“獎勵預覽”中查看{nn}5.抽到不同稀有度的道具可獲得相應的積分，橙色道具15積分，紫色道具5積分，藍色道具1積分{nn}6.獲得的積分可以在積分商店內用來購買道具{nn}7.獲得的歷史總積分會計入全服累計積分內，達到相應積分全服玩家可以領取對應的獎勵	"1. In Magic Cube, players get score via explore the cube {nn} 2. All 9 items can be obtained with less diamonds consumption by Quick Obtain{nn}3. Item Rewards can be refreshed by spending diamonds before drawing items; Item Rewards can be refreshed freely after drawing{nn}4. Obtainable rewards can be viewed in ""Rewards Preview""{nn}5. Draw different quality items to get the corresponding Score, 15 Score for orange items, 5 Score for purple items, 1 Score for blue items{nn}6. Obtained Score can be used to purchase items in Score Shop{nn}7. Obtained historical total Score will be calculated into the whole server Score, players of this server who reach a certain Score can claim corresponding rewards"
684	罕见道具	罕見道具	Legendary Item
685	主人，魔方中可能出现以下奖励：	主人，魔方中可能出現以下獎勵：	"Master, the following rewards are available in Magic Cube"
686	积分商店	積分商店	Shop
687	全服奖励	全服獎勵	Whole Server Rewards
688	改造	改造	Enchant
689	1.橙色及红色伙伴碎片通过基因改造可变化为另一个同质量{nn}的伙伴碎片。	1.橙色及紅色夥伴碎片通過基因改造可變化為另一個同品質{nn}的夥伴碎片。	1. Epic and Legendary Hero shards can Enchant into another hero shards with the same quality through Gene Enchant.
