INT	STRING	STRING	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING
30010058	赤鬼碎片	t_item_name_30010058	2	3001		收集20个可以兑换赤鬼	t_item_desc_30010058		58	20	1	30020058	2			5	
30010059	白蛇妖碎片	t_item_name_30010059	3	3001		收集40个可以兑换白蛇妖	t_item_desc_30010059		59	40	2	30020059	10			20	1|2|12
30010062	雪女碎片	t_item_name_30010062	3	3001		收集40个可以兑换雪女	t_item_desc_30010062		62	40	2	30020062	10			20	1|2|12
30010066	九尾妖狐碎片	t_item_name_30010066	3	3001		收集40个可以兑换九尾妖狐	t_item_desc_30010066		66	40	2	30020066	10			20	1|2|12
30010067	鬼巫女碎片	t_item_name_30010067	3	3001		收集40个可以兑换鬼巫女	t_item_desc_30010067		67	40	2	30020067	10			20	1|2|12
30010069	座敷童子碎片	t_item_name_30010069	3	3001		收集40个可以兑换座敷童子	t_item_desc_30010069		69	40	2	30020069	10			20	1|2|12
30010100	穿越者碎片	t_item_name_30010100	3	3001		收集40个可以兑换穿越者	t_item_desc_30010100		100	40	2	30020100	10			20	1|2|12
30010101	钢妹碎片	t_item_name_30010101	3	3001		收集40个可以兑换钢妹	t_item_desc_30010101		101	40	2	30020101	10			20	1|2|12
30010201	明日少尉碎片	t_item_name_30010201	4	3001		收集80个可以兑换明日少尉	t_item_desc_30010201		201	80	3	30020201	12			25	1|2|10|12
30010202	斗人碎片	t_item_name_30010202	4	3001		收集80个可以兑换斗人	t_item_desc_30010202		202	80	3	30020202	12			25	1|2|3|12
30010203	炮姐碎片	t_item_name_30010203	4	3001		收集80个可以兑换炮姐	t_item_desc_30010203		203	80	3	30020203	12			25	1|2|10|12
30010204	黑色射手碎片	t_item_name_30010204	4	3001		收集80个可以兑换黑色射手	t_item_desc_30010204		204	80	3	30020204	12			25	1|2|6|12
30010205	波波利碎片	t_item_name_30010205	4	3001		收集80个可以兑换波波利	t_item_desc_30010205		205	80	3	30020205	12			25	1|2|6|12
30010206	zero碎片	t_item_name_30010206	4	3001		收集80个可以兑换zero	t_item_desc_30010206		206	80	3	30020206	12			25	1|2|3|12
30010207	妖妄之梦碎片	t_item_name_30010207	4	3001		收集80个可以兑换妖妄之梦	t_item_desc_30010207		207	80	3	30020207	12			25	1|2|6|12
30010208	幽灵公主碎片	t_item_name_30010208	4	3001		收集80个可以兑换幽灵公主	t_item_desc_30010208		208	80	3	30020208	12			25	1|2|12|15
30010209	红白碎片	t_item_name_30010209	4	3001		收集80个可以兑换红白	t_item_desc_30010209		209	80	3	30020209	12			25	1|2|10|12
30010211	C.C碎片	t_item_name_30010211	4	3001		收集80个可以兑换C.C	t_item_desc_30010211		211	80	3	30020211	12			25	1|2|12|15
30010212	初音战士碎片	t_item_name_30010212	4	3001		收集80个可以兑换初音战士	t_item_desc_30010212		212	80	3	30020212	12			25	1|2|6|12
30010213	奈亚酱碎片	t_item_name_30010213	4	3001		收集80个可以兑换奈亚酱	t_item_desc_30010213		213	80	3	30020213	12			25	1|2|3|12
30010214	黑子碎片	t_item_name_30010214	4	3001		收集80个可以兑换黑子	t_item_desc_30010214		214	80	3	30020214	12			25	1|2|10|12
30010215	紫妈碎片	t_item_name_30010215	4	3001		收集80个可以兑换紫妈	t_item_desc_30010215		215	80	3	30020215	12			25	1|2|3|12
30010401	灼眼公主碎片	t_item_name_30010401	4	3001		收集80个可以兑换灼眼公主	t_item_desc_30010401		401	80	3	30020401	15			30	1|2|6|12
30010402	魔剑士碎片	t_item_name_30010402	4	3001		收集80个可以兑换魔剑士	t_item_desc_30010402		402	80	3	30020402	15			30	1|2|10|12
30010403	一卡螺丝碎片	t_item_name_30010403	4	3001		收集80个可以兑换一卡螺丝	t_item_desc_30010403		403	80	3	30020403	15			30	1|2|3|12
30010404	火女碎片	t_item_name_30010404	4	3001		收集80个可以兑换火女	t_item_desc_30010404		404	80	3	30020404	15			30	1|2|3|12
30010405	女仆长碎片	t_item_name_30010405	4	3001		收集80个可以兑换女仆长	t_item_desc_30010405		405	80	3	30020405	15			30	1|2|10|12
30010406	双枪少女碎片	t_item_name_30010406	4	3001		收集80个可以兑换双枪少女	t_item_desc_30010406		406	80	3	30020406	15			30	1|2|6|12
30010400	骑士女皇碎片	t_item_name_30010400	5	3001		收集150个可以兑换骑士女皇	t_item_desc_30010400		400	150	3	30020400	25			50	1|2|3|12
30010500	阿丝奈碎片	t_item_name_30010500	5	3001		收集150个可以兑换阿丝奈	t_item_desc_30010500		500	150	3	30020500	25			50	1|2|10|12
30010501	狂姗碎片	t_item_name_30010501	5	3001		收集150个可以兑换狂姗	t_item_desc_30010501		501	150	3	30020501	25			50	1|2|6|12
30010502	召唤师碎片	t_item_name_30010502	5	3001		收集150个可以兑换召唤师	t_item_desc_30010502		502	150	3	30020502	25			50	1|2|10|12
30010503	三竹立碎片	t_item_name_30010503	5	3001		收集150个可以兑换三竹立	t_item_desc_30010503		503	150	3	30020503	25			50	1|2|6|12
30010504	蝴蝶碎片	t_item_name_30010504	5	3001		收集150个可以兑换蝴蝶	t_item_desc_30010504		504	150	3	30020504	25			50	25
30010505	白音碎片	t_item_name_30010505	5	3001		收集150个可以兑换白音	t_item_desc_30010505		505	150	3	30020505	25			50	26
40030001	D级防守者	t_item_name_40030001	0	4003	xz_d_fy	伙伴进阶的白色材料，在普通副本中产出	t_item_desc_40030001						10			10	12
40030002	D级强攻者	t_item_name_40030002	0	4003	xz_d_gj	伙伴进阶的白色材料，在普通副本中产出	t_item_desc_40030002						10			10	12
40030003	D级御法者	t_item_name_40030003	0	4003	xz_d_yf	伙伴进阶的白色材料，在普通副本中产出	t_item_desc_40030003						10			10	12
40030011	C级防守者	t_item_name_40030011	1	4003	xz_c_fy	伙伴进阶的绿色材料，在普通副本中产出	t_item_desc_40030011						10			10	12
40030012	C级强攻者	t_item_name_40030012	1	4003	xz_c_gj	伙伴进阶的绿色材料，在普通副本中产出	t_item_desc_40030012						10			10	12
40030013	C级御法者	t_item_name_40030013	1	4003	xz_c_yf	伙伴进阶的绿色材料，在普通副本中产出	t_item_desc_40030013						10			10	12
40030021	B级防守者	t_item_name_40030021	2	4003	xz_b_fy	伙伴进阶的蓝色材料，在普通副本中产出	t_item_desc_40030021						10			10	12
40030022	B级强攻者	t_item_name_40030022	2	4003	xz_b_gj	伙伴进阶的蓝色材料，在普通副本中产出	t_item_desc_40030022						10			10	12
40030023	B级御法者	t_item_name_40030023	2	4003	xz_b_yf	伙伴进阶的蓝色材料，在普通副本中产出	t_item_desc_40030023						10			10	12
40030031	A级防守者	t_item_name_40030031	3	4003	xz_a_fy	伙伴进阶的紫色材料，在普通副本中产出	t_item_desc_40030031						10			10	12
40030032	A级强攻者	t_item_name_40030032	3	4003	xz_a_gj	伙伴进阶的紫色材料，在普通副本中产出	t_item_desc_40030032						10			10	12
40030033	A级御法者	t_item_name_40030033	3	4003	xz_a_yf	伙伴进阶的紫色材料，在普通副本中产出	t_item_desc_40030033						10			10	12
40030041	S级防守者	t_item_name_40030041	4	4003	xz_s_fy	伙伴进阶的橙色材料，在普通副本中产出	t_item_desc_40030041						10			10	12
40030042	S级强攻者	t_item_name_40030042	4	4003	xz_s_gj	伙伴进阶的橙色材料，在普通副本中产出	t_item_desc_40030042						10			10	12
40030043	S级御法者	t_item_name_40030043	4	4003	xz_s_yf	伙伴进阶的橙色材料，在普通副本中产出	t_item_desc_40030043						10			10	12
40030051	极·防守者	t_item_name_40030051	5	4003	xz_s_fy	伙伴进阶的红色材料，在普通副本中产出	t_item_desc_40030051						10			10	12
40030052	极·强攻者	t_item_name_40030052	5	4003	xz_s_gj	伙伴进阶的红色材料，在普通副本中产出	t_item_desc_40030052						10			10	12
40030053	极·御法者	t_item_name_40030053	5	4003	xz_s_yf	伙伴进阶的红色材料，在普通副本中产出	t_item_desc_40030053						10			10	12
40030061	圣·防守者	t_item_name_40030061	6	4003	xz_s_fy	伙伴进阶的金色材料，在普通副本中产出	t_item_desc_40030061						10			10	12
40030062	圣·强攻者	t_item_name_40030062	6	4003	xz_s_gj	伙伴进阶的金色材料，在普通副本中产出	t_item_desc_40030062						10			10	12
40030063	圣·御法者	t_item_name_40030063	6	4003	xz_s_yf	伙伴进阶的金色材料，在普通副本中产出	t_item_desc_40030063						10			10	12
40040001	勇者勋章	t_item_name_40040001	2	4004	xz_jhys00	伙伴进阶的通用材料，在普通副本中产出	t_item_desc_40040001						10			1	1|3|6|13
50010001	装备改造石	t_item_name_50010001	4	5001	icon_dj_hj_lan	装备改造的材料，在星河秘境活动中产出	t_item_desc_50010001						10			10	9|12|15
50020001	商店刷新石	t_item_name_50020001	3	5002	icon_dj_hssj001	可以免费刷新一次商店	t_item_desc_50020001						10			20	9
50050001	免战令牌(小)	t_item_name_50050001	2	5003	icon_mianzp	使用免战令牌后，饰品碎片在3小时内不能被他人抢夺，物品使用的冷却时间为12个小时，从使用时开始计时	t_item_desc_50050001		3	12	50		10			10	
50050002	免战令牌(大)	t_item_name_50050002	4	5003	icon_mianzp01	使用免战令牌后，饰品碎片在8小时内不能被他人抢夺，物品使用的冷却时间为30个小时，从使用时开始计时	t_item_desc_50050002		8	30	100		10			30	
50060001	签到送礼大奖	t_item_name_50060001	4	5006	hsty_lihe002	签到后满28天后可凭通知邮件兑换银月幻境一副，该道具无法使用，可通过出售删除	t_item_desc_50060001						10			10	
50070001	精炼金属	t_item_name_50070001	4	5007	icon_jljsd001	装备精炼的材料，在星河秘境活动中产出	t_item_desc_50070001						10			5	4|9|14
50090001	能力水晶	t_item_name_50090001	4	5009	jnsjsd_001	升级伙伴技能的材料，在魔王讨伐战中产出	t_item_desc_50090001						10			15	1|3|9|10
50100001	神之金属	t_item_name_50100001	4	5010	icon_szjsd	饰品精炼的材料，在星河秘境活动中产出	t_item_desc_50100001						10			5	4|9|14
50110001	红色伙伴之力	t_item_name_50110001	5	5011	hshbzld_icon	伙伴觉醒和红色伙伴兑换的材料，在猎人大会中产出	t_item_desc_50110001						10			50	3|15
50120001	红色装备之力	t_item_name_50120001	5	5012	hszbzld_icon	红色装备兑换的材料，在猎人大会中产出	t_item_desc_50120001						10			50	9|15
50130001	觉醒之力	t_item_name_50130001	5	5013	icon_jxzl	伙伴觉醒的材料，在竞技场中产出	t_item_desc_50130001						10			1000	6|21
50140001	队形强化装置	t_item_name_50140001	3	5014	icon_hd_jys	队形强化的材料，在精英副本中产出	t_item_desc_50140001						10			3	3|6|20
50150001	光元素	t_item_name_50150001	4	5015	zr_gys	用来强化光环的材料，可从星河秘境中获得	t_item_desc_50150001						10			5	3|9|11
70010101	狂野巨剑碎片	t_item_name_70010101	1	7001		收集5个可以兑换狂野巨剑	t_item_desc_70010101		10101	5	0		16			3	
70010102	钢化之枪碎片	t_item_name_70010102	1	7001		收集5个可以兑换钢化之枪	t_item_desc_70010102		10102	5	0		16			3	
70010103	极速之光碎片	t_item_name_70010103	1	7001		收集5个可以兑换极速之光	t_item_desc_70010103		10103	5	0		16			3	
70010104	守护之锤碎片	t_item_name_70010104	1	7001		收集5个可以兑换守护之锤	t_item_desc_70010104		10104	5	0		16			3	
70010105	疾风手枪碎片	t_item_name_70010105	1	7001		收集5个可以兑换疾风手枪	t_item_desc_70010105		10105	5	0		16			3	
70010106	毁灭镰刀碎片	t_item_name_70010106	1	7001		收集5个可以兑换毁灭镰刀	t_item_desc_70010106		10106	5	0		16			3	
70010201	活力巨剑碎片	t_item_name_70010201	2	7001		收集20个可以兑换活力巨剑	t_item_desc_70010201		10201	20	1		50			10	4|5|12
70010202	合金之枪碎片	t_item_name_70010202	2	7001		收集20个可以兑换合金之枪	t_item_desc_70010202		10202	20	1		50			10	4|5|12
70010203	迅影之光碎片	t_item_name_70010203	2	7001		收集20个可以兑换迅影之光	t_item_desc_70010203		10203	20	1		50			10	4|5|12
70010204	暮冰之锤碎片	t_item_name_70010204	2	7001		收集20个可以兑换暮冰之锤	t_item_desc_70010204		10204	20	1		50			10	4|5|12
70010205	裂空手枪碎片	t_item_name_70010205	2	7001		收集20个可以兑换裂空手枪	t_item_desc_70010205		10205	20	1		50			10	4|5|12
70010206	玄铁镰刀碎片	t_item_name_70010206	2	7001		收集20个可以兑换玄铁镰刀	t_item_desc_70010206		10206	20	1		50			10	4|5|12
70010301	精金巨剑碎片	t_item_name_70010301	3	7001		收集32个可以兑换精金巨剑	t_item_desc_70010301		10301	32	2		155			31	4|5|12
70010302	秘银之枪碎片	t_item_name_70010302	3	7001		收集32个可以兑换秘银之枪	t_item_desc_70010302		10302	32	2		155			31	4|5|12
70010303	无双之光碎片	t_item_name_70010303	3	7001		收集32个可以兑换无双之光	t_item_desc_70010303		10303	32	2		155			31	4|5|12
70010304	幻影之锤碎片	t_item_name_70010304	3	7001		收集32个可以兑换幻影之锤	t_item_desc_70010304		10304	32	2		155			31	4|5|12
70010305	封灵手枪碎片	t_item_name_70010305	3	7001		收集32个可以兑换封灵手枪	t_item_desc_70010305		10305	32	2		155			31	4|5|12
70010306	暗影镰刀碎片	t_item_name_70010306	3	7001		收集32个可以兑换暗影镰刀	t_item_desc_70010306		10306	32	2		155			31	4|5|12
70010401	永恒巨剑碎片	t_item_name_70010401	4	7001		收集40个可以兑换永恒巨剑	t_item_desc_70010401		10401	40	3		500			100	4|5|12
70010402	晶铸之枪碎片	t_item_name_70010402	4	7001		收集40个可以兑换晶铸之枪	t_item_desc_70010402		10402	40	3		500			100	4|5|12
70010403	闪电之光碎片	t_item_name_70010403	4	7001		收集40个可以兑换闪电之光	t_item_desc_70010403		10403	40	3		500			100	4|5|12
70010404	炽光之锤碎片	t_item_name_70010404	4	7001		收集40个可以兑换炽光之锤	t_item_desc_70010404		10404	40	3		500			100	4|5|12
70010405	雷鸣手枪碎片	t_item_name_70010405	4	7001		收集40个可以兑换雷鸣手枪	t_item_desc_70010405		10405	40	3		500			100	4|5|12
70010406	混元镰刀碎片	t_item_name_70010406	4	7001		收集40个可以兑换混元镰刀	t_item_desc_70010406		10406	40	3		500			100	4|5|12
70010501	大天使之刃碎片	t_item_name_70010501	5	7001		收集60个可以兑换大天使之刃	t_item_desc_70010501		10501	60	4		750			250	
70020101	狂野战甲碎片	t_item_name_70020101	1	7001		收集5个可以兑换狂野战甲	t_item_desc_70020101		20101	5	0		16			3	
70020102	钢化战甲碎片	t_item_name_70020102	1	7001		收集5个可以兑换钢化战甲	t_item_desc_70020102		20102	5	0		16			3	
70020103	极速战甲碎片	t_item_name_70020103	1	7001		收集5个可以兑换极速战甲	t_item_desc_70020103		20103	5	0		16			3	
70020104	守护战甲碎片	t_item_name_70020104	1	7001		收集5个可以兑换守护战甲	t_item_desc_70020104		20104	5	0		16			3	
70020105	疾风战甲碎片	t_item_name_70020105	1	7001		收集5个可以兑换疾风战甲	t_item_desc_70020105		20105	5	0		16			3	
70020106	毁灭战甲碎片	t_item_name_70020106	1	7001		收集5个可以兑换毁灭战甲	t_item_desc_70020106		20106	5	0		16			3	
70020201	活力战甲碎片	t_item_name_70020201	2	7001		收集20个可以兑换活力战甲	t_item_desc_70020201		20201	20	1		50			10	4|5|12
70020202	合金战甲碎片	t_item_name_70020202	2	7001		收集20个可以兑换合金战甲	t_item_desc_70020202		20202	20	1		50			10	4|5|12
70020203	迅影战甲碎片	t_item_name_70020203	2	7001		收集20个可以兑换迅影战甲	t_item_desc_70020203		20203	20	1		50			10	4|5|12
70020204	暮冰战甲碎片	t_item_name_70020204	2	7001		收集20个可以兑换暮冰战甲	t_item_desc_70020204		20204	20	1		50			10	4|5|12
70020205	裂空战甲碎片	t_item_name_70020205	2	7001		收集20个可以兑换裂空战甲	t_item_desc_70020205		20205	20	1		50			10	4|5|12
70020206	玄铁战甲碎片	t_item_name_70020206	2	7001		收集20个可以兑换玄铁战甲	t_item_desc_70020206		20206	20	1		50			10	4|5|12
70020301	精金战甲碎片	t_item_name_70020301	3	7001		收集32个可以兑换精金战甲	t_item_desc_70020301		20301	32	2		155			31	4|5|12
70020302	秘银战甲碎片	t_item_name_70020302	3	7001		收集32个可以兑换秘银战甲	t_item_desc_70020302		20302	32	2		155			31	4|5|12
70020303	无双战甲碎片	t_item_name_70020303	3	7001		收集32个可以兑换无双战甲	t_item_desc_70020303		20303	32	2		155			31	4|5|12
70020304	幻影战甲碎片	t_item_name_70020304	3	7001		收集32个可以兑换幻影战甲	t_item_desc_70020304		20304	32	2		155			31	4|5|12
70020305	封灵战甲碎片	t_item_name_70020305	3	7001		收集32个可以兑换封灵战甲	t_item_desc_70020305		20305	32	2		155			31	4|5|12
70020306	暗影战甲碎片	t_item_name_70020306	3	7001		收集32个可以兑换暗影战甲	t_item_desc_70020306		20306	32	2		155			31	4|5|12
70020401	永恒战甲碎片	t_item_name_70020401	4	7001		收集40个可以兑换永恒战甲	t_item_desc_70020401		20401	40	3		500			100	4|5|12
70020402	晶铸战甲碎片	t_item_name_70020402	4	7001		收集40个可以兑换晶铸战甲	t_item_desc_70020402		20402	40	3		500			100	4|5|12
70020403	闪电战甲碎片	t_item_name_70020403	4	7001		收集40个可以兑换闪电战甲	t_item_desc_70020403		20403	40	3		500			100	4|5|12
70020404	炽光战甲碎片	t_item_name_70020404	4	7001		收集40个可以兑换炽光战甲	t_item_desc_70020404		20404	40	3		500			100	4|5|12
70020405	雷鸣战甲碎片	t_item_name_70020405	4	7001		收集40个可以兑换雷鸣战甲	t_item_desc_70020405		20405	40	3		500			100	4|5|12
70020406	混元战甲碎片	t_item_name_70020406	4	7001		收集40个可以兑换混元战甲	t_item_desc_70020406		20406	40	3		500			100	4|5|12
70020501	大天使战甲碎片	t_item_name_70020501	5	7001		收集60个可以兑换大天使战甲	t_item_desc_70020501		20501	60	4		750			250	
70030101	狂野护手碎片	t_item_name_70030101	1	7001		收集5个可以兑换狂野护手	t_item_desc_70030101		30101	5	0		16			3	
70030102	钢化护手碎片	t_item_name_70030102	1	7001		收集5个可以兑换钢化护手	t_item_desc_70030102		30102	5	0		16			3	
70030103	极速护手碎片	t_item_name_70030103	1	7001		收集5个可以兑换极速护手	t_item_desc_70030103		30103	5	0		16			3	
70030104	守护护手碎片	t_item_name_70030104	1	7001		收集5个可以兑换守护护手	t_item_desc_70030104		30104	5	0		16			3	
70030105	疾风护手碎片	t_item_name_70030105	1	7001		收集5个可以兑换疾风护手	t_item_desc_70030105		30105	5	0		16			3	
70030106	毁灭护手碎片	t_item_name_70030106	1	7001		收集5个可以兑换毁灭护手	t_item_desc_70030106		30106	5	0		16			3	
70030201	活力护手碎片	t_item_name_70030201	2	7001		收集20个可以兑换活力护手	t_item_desc_70030201		30201	20	1		50			10	4|5|12
70030202	合金护手碎片	t_item_name_70030202	2	7001		收集20个可以兑换合金护手	t_item_desc_70030202		30202	20	1		50			10	4|5|12
70030203	迅影护手碎片	t_item_name_70030203	2	7001		收集20个可以兑换迅影护手	t_item_desc_70030203		30203	20	1		50			10	4|5|12
70030204	暮冰护手碎片	t_item_name_70030204	2	7001		收集20个可以兑换暮冰护手	t_item_desc_70030204		30204	20	1		50			10	4|5|12
70030205	裂空护手碎片	t_item_name_70030205	2	7001		收集20个可以兑换裂空护手	t_item_desc_70030205		30205	20	1		50			10	4|5|12
70030206	玄铁护手碎片	t_item_name_70030206	2	7001		收集20个可以兑换玄铁护手	t_item_desc_70030206		30206	20	1		50			10	4|5|12
70030301	精金护手碎片	t_item_name_70030301	3	7001		收集32个可以兑换精金护手	t_item_desc_70030301		30301	32	2		155			31	4|5|12
70030302	秘银护手碎片	t_item_name_70030302	3	7001		收集32个可以兑换秘银护手	t_item_desc_70030302		30302	32	2		155			31	4|5|12
70030303	无双护手碎片	t_item_name_70030303	3	7001		收集32个可以兑换无双护手	t_item_desc_70030303		30303	32	2		155			31	4|5|12
70030304	幻影护手碎片	t_item_name_70030304	3	7001		收集32个可以兑换幻影护手	t_item_desc_70030304		30304	32	2		155			31	4|5|12
70030305	封灵护手碎片	t_item_name_70030305	3	7001		收集32个可以兑换封灵护手	t_item_desc_70030305		30305	32	2		155			31	4|5|12
70030306	暗影护手碎片	t_item_name_70030306	3	7001		收集32个可以兑换暗影护手	t_item_desc_70030306		30306	32	2		155			31	4|5|12
70030401	永恒护手碎片	t_item_name_70030401	4	7001		收集40个可以兑换永恒护手	t_item_desc_70030401		30401	40	3		500			100	4|5|12
70030402	晶铸护手碎片	t_item_name_70030402	4	7001		收集40个可以兑换晶铸护手	t_item_desc_70030402		30402	40	3		500			100	4|5|12
70030403	闪电护手碎片	t_item_name_70030403	4	7001		收集40个可以兑换闪电护手	t_item_desc_70030403		30403	40	3		500			100	4|5|12
70030404	炽光护手碎片	t_item_name_70030404	4	7001		收集40个可以兑换炽光护手	t_item_desc_70030404		30404	40	3		500			100	4|5|12
70030405	雷鸣护手碎片	t_item_name_70030405	4	7001		收集40个可以兑换雷鸣护手	t_item_desc_70030405		30405	40	3		500			100	4|5|12
70030406	混元护手碎片	t_item_name_70030406	4	7001		收集40个可以兑换混元护手	t_item_desc_70030406		30406	40	3		500			100	4|5|12
70030501	大天使护手碎片	t_item_name_70030501	5	7001		收集60个可以兑换大天使护手	t_item_desc_70030501		30501	60	4		750			250	
70040101	狂野战靴碎片	t_item_name_70040101	1	7001		收集5个可以兑换狂野战靴	t_item_desc_70040101		40101	5	0		16			3	
70040102	钢化战靴碎片	t_item_name_70040102	1	7001		收集5个可以兑换钢化战靴	t_item_desc_70040102		40102	5	0		16			3	
70040103	极速战靴碎片	t_item_name_70040103	1	7001		收集5个可以兑换极速战靴	t_item_desc_70040103		40103	5	0		16			3	
70040104	守护战靴碎片	t_item_name_70040104	1	7001		收集5个可以兑换守护战靴	t_item_desc_70040104		40104	5	0		16			3	
70040105	疾风战靴碎片	t_item_name_70040105	1	7001		收集5个可以兑换疾风战靴	t_item_desc_70040105		40105	5	0		16			3	
70040106	毁灭战靴碎片	t_item_name_70040106	1	7001		收集5个可以兑换毁灭战靴	t_item_desc_70040106		40106	5	0		16			3	
70040201	活力战靴碎片	t_item_name_70040201	2	7001		收集20个可以兑换活力战靴	t_item_desc_70040201		40201	20	1		50			10	4|5|12
70040202	合金战靴碎片	t_item_name_70040202	2	7001		收集20个可以兑换合金战靴	t_item_desc_70040202		40202	20	1		50			10	4|5|12
70040203	迅影战靴碎片	t_item_name_70040203	2	7001		收集20个可以兑换迅影战靴	t_item_desc_70040203		40203	20	1		50			10	4|5|12
70040204	暮冰战靴碎片	t_item_name_70040204	2	7001		收集20个可以兑换暮冰战靴	t_item_desc_70040204		40204	20	1		50			10	4|5|12
70040205	裂空战靴碎片	t_item_name_70040205	2	7001		收集20个可以兑换裂空战靴	t_item_desc_70040205		40205	20	1		50			10	4|5|12
70040206	玄铁战靴碎片	t_item_name_70040206	2	7001		收集20个可以兑换玄铁战靴	t_item_desc_70040206		40206	20	1		50			10	4|5|12
70040301	精金战靴碎片	t_item_name_70040301	3	7001		收集32个可以兑换精金战靴	t_item_desc_70040301		40301	32	2		155			31	4|5|12
70040302	秘银战靴碎片	t_item_name_70040302	3	7001		收集32个可以兑换秘银战靴	t_item_desc_70040302		40302	32	2		155			31	4|5|12
70040303	无双战靴碎片	t_item_name_70040303	3	7001		收集32个可以兑换无双战靴	t_item_desc_70040303		40303	32	2		155			31	4|5|12
70040304	幻影战靴碎片	t_item_name_70040304	3	7001		收集32个可以兑换幻影战靴	t_item_desc_70040304		40304	32	2		155			31	4|5|12
70040305	封灵战靴碎片	t_item_name_70040305	3	7001		收集32个可以兑换封灵战靴	t_item_desc_70040305		40305	32	2		155			31	4|5|12
70040306	暗影战靴碎片	t_item_name_70040306	3	7001		收集32个可以兑换暗影战靴	t_item_desc_70040306		40306	32	2		155			31	4|5|12
70040401	永恒战靴碎片	t_item_name_70040401	4	7001		收集40个可以兑换永恒战靴	t_item_desc_70040401		40401	40	3		500			100	4|5|12
70040402	晶铸战靴碎片	t_item_name_70040402	4	7001		收集40个可以兑换晶铸战靴	t_item_desc_70040402		40402	40	3		500			100	4|5|12
70040403	闪电战靴碎片	t_item_name_70040403	4	7001		收集40个可以兑换闪电战靴	t_item_desc_70040403		40403	40	3		500			100	4|5|12
70040404	炽光战靴碎片	t_item_name_70040404	4	7001		收集40个可以兑换炽光战靴	t_item_desc_70040404		40404	40	3		500			100	4|5|12
70040405	雷鸣战靴碎片	t_item_name_70040405	4	7001		收集40个可以兑换雷鸣战靴	t_item_desc_70040405		40405	40	3		500			100	4|5|12
70040406	混元战靴碎片	t_item_name_70040406	4	7001		收集40个可以兑换混元战靴	t_item_desc_70040406		40406	40	3		500			100	4|5|12
70040501	大天使战靴碎片	t_item_name_70040501	5	7001		收集60个可以兑换大天使战靴	t_item_desc_70040501		40501	60	4		750			250	
80010001	招募装置	t_item_name_80010001	4	8001	sp_wnjin	可以用来进行伙伴道具招募	t_item_desc_80010001						10			50	
80010002	高级招募装置	t_item_name_80010002	4	8001	sp_gojzm	可以用来进行伙伴钻石招募	t_item_desc_80010002						10			300	
80020001	节日祝福	t_item_name_80020001	3	8002		可以在节日活动中兑换礼品	t_item_desc_80020001						10			50	
80020002	节日卡片	t_item_name_80020002	4	8002		可以在节日活动中兑换礼品	t_item_desc_80020002						10			250	
80030001	橙色光环碎片	t_item_name_80030001	4	8003	zr_ghsp	极其稀有的橙色光环碎片，可以在道具合成中合成橙色光环	t_item_desc_80030001						10			10000	
80030002	红色光环碎片	t_item_name_80030002	5	8003	zr_ghsphs	极其稀有的红色光环碎片，可以在道具合成中合成红色光环	t_item_desc_80030002						10			15000	
80040001	5000钻石红包	t_item_name_80040001	6	8004	icon_hongbao01	内含5000钻石的红包，可以在军团发放，供20个人随机领取	t_item_desc_80040001									5000	
80040002	10000钻石红包	t_item_name_80040002	6	8004	icon_hongbao02	内含10000钻石的红包，可以在军团发放，供20个人随机领取	t_item_desc_80040002									10000	
80040003	20000钻石红包	t_item_name_80040003	6	8004	icon_hongbao03	内含20000钻石的红包，可以在军团发放，供20个人随机领取	t_item_desc_80040003									20000	
60020011	蓝冰之链碎片A	t_item_name_60020011	2	6001		合成蓝冰之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020011		2001	1	90	70				40	6|7|8
60020012	蓝冰之链碎片B	t_item_name_60020012	2	6001		合成蓝冰之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020012		2001	2	90	70				40	6|7|8
60020013	蓝冰之链碎片C	t_item_name_60020013	2	6001		合成蓝冰之链的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020013		2001	3	90	70				40	6|7|8
60020021	蓝冰之戒碎片A	t_item_name_60020021	2	6001		合成蓝冰之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020021		2002	4	90	70				40	6|7|8
60020022	蓝冰之戒碎片B	t_item_name_60020022	2	6001		合成蓝冰之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020022		2002	5	90	70				40	6|7|8
60020023	蓝冰之戒碎片C	t_item_name_60020023	2	6001		合成蓝冰之戒的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020023		2002	6	90	70				40	6|7|8
60020031	蓝冰徽章碎片A	t_item_name_60020031	2	6001		合成蓝冰徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020031		2003	7	90	70				40	6|7|8
60020032	蓝冰徽章碎片B	t_item_name_60020032	2	6001		合成蓝冰徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020032		2003	8	90	70				40	6|7|8
60020033	蓝冰徽章碎片C	t_item_name_60020033	2	6001		合成蓝冰徽章的碎片之一，集齐所有碎片可合成饰品	t_item_desc_60020033		2003	9	90	70				40	6|7|8
