INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
106011	通关精英第11章	t_target_desc_106011	icon_hd_jyfb	1	106010	15	1	11000		2	10010002	3	0
106012	通关精英第12章	t_target_desc_106012	icon_hd_jyfb	1	106011	15	1	12000		2	10010002	3	0
106013	通关精英第13章	t_target_desc_106013	icon_hd_jyfb	1	106012	15	1	13000		2	10010002	3	0
106014	通关精英第14章	t_target_desc_106014	icon_hd_jyfb	1	106013	15	1	14000		2	10010002	3	0
106015	通关精英第15章	t_target_desc_106015	icon_hd_jyfb	1	106014	15	1	15000		2	10010002	3	0
106016	通关精英第16章	t_target_desc_106016	icon_hd_jyfb	1	106015	15	1	16000		2	10010002	3	0
106017	通关精英第17章	t_target_desc_106017	icon_hd_jyfb	1	106016	15	1	17000		2	10010002	3	0
106018	通关精英第18章	t_target_desc_106018	icon_hd_jyfb	1	106017	15	1	18000		2	10010002	3	0
106019	通关精英第19章	t_target_desc_106019	icon_hd_jyfb	1	106018	15	1	19000		2	10010002	3	0
106020	通关精英第20章	t_target_desc_106020	icon_hd_jyfb	1	106019	15	1	20000		2	10010002	3	0
106021	通关精英第21章	t_target_desc_106021	icon_hd_jyfb	1	106020	15	1	21000		2	10010002	3	0
106022	通关精英第22章	t_target_desc_106022	icon_hd_jyfb	1	106021	15	1	22000		2	10010002	3	0
106023	通关精英第23章	t_target_desc_106023	icon_hd_jyfb	1	106022	15	1	23000		2	10010002	3	0
106024	通关精英第24章	t_target_desc_106024	icon_hd_jyfb	1	106023	15	1	24000		2	10010002	3	0
106025	通关精英第25章	t_target_desc_106025	icon_hd_jyfb	1	106024	15	1	25000		2	10010002	3	0
106026	通关精英第26章	t_target_desc_106026	icon_hd_jyfb	1	106025	15	1	26000		2	10010002	3	0
106027	通关精英第27章	t_target_desc_106027	icon_hd_jyfb	1	106026	15	1	27000		2	10010002	3	0
106028	通关精英第28章	t_target_desc_106028	icon_hd_jyfb	1	106027	15	1	28000		2	10010002	3	0
106029	通关精英第29章	t_target_desc_106029	icon_hd_jyfb	1	106028	15	1	29000		2	10010002	3	0
106030	通关精英第30章	t_target_desc_106030	icon_hd_jyfb	1	106029	15	1	30000		2	10010002	3	0
106031	通关精英第31章	t_target_desc_106031	icon_hd_jyfb	1	106030	15	1	31000		2	10010002	3	0
106032	通关精英第32章	t_target_desc_106032	icon_hd_jyfb	1	106031	15	1	32000		2	10010002	3	0
106033	通关精英第33章	t_target_desc_106033	icon_hd_jyfb	1	106032	15	1	33000		2	10010002	3	0
106034	通关精英第34章	t_target_desc_106034	icon_hd_jyfb	1	106033	15	1	34000		2	10010002	3	0
106035	通关精英第35章	t_target_desc_106035	icon_hd_jyfb	1	106034	15	1	35000		2	10010002	3	0
106036	通关精英第36章	t_target_desc_106036	icon_hd_jyfb	1	106035	15	1	36000		2	10010002	3	0
106037	通关精英第37章	t_target_desc_106037	icon_hd_jyfb	1	106036	15	1	37000		2	10010002	3	0
106038	通关精英第38章	t_target_desc_106038	icon_hd_jyfb	1	106037	15	1	38000		2	10010002	3	0
106039	通关精英第39章	t_target_desc_106039	icon_hd_jyfb	1	106038	15	1	39000		2	10010002	3	0
106040	通关精英第40章	t_target_desc_106040	icon_hd_jyfb	1	106039	15	1	40000		2	10010002	3	0
106041	通关精英第41章	t_target_desc_106041	icon_hd_jyfb	1	106040	15	1	41000		2	10010002	3	0
106042	通关精英第42章	t_target_desc_106042	icon_hd_jyfb	1	106041	15	1	42000		2	10010002	3	0
106043	通关精英第43章	t_target_desc_106043	icon_hd_jyfb	1	106042	15	1	43000		2	10010002	3	0
106044	通关精英第44章	t_target_desc_106044	icon_hd_jyfb	1	106043	15	1	44000		2	10010002	3	0
106045	通关精英第45章	t_target_desc_106045	icon_hd_jyfb	1	106044	15	1	45000		2	10010002	3	0
106046	通关精英第46章	t_target_desc_106046	icon_hd_jyfb	1	106045	15	1	46000		2	10010002	3	0
106047	通关精英第47章	t_target_desc_106047	icon_hd_jyfb	1	106046	15	1	47000		2	10010002	3	0
106048	通关精英第48章	t_target_desc_106048	icon_hd_jyfb	1	106047	15	1	48000		2	10010002	3	0
106049	通关精英第49章	t_target_desc_106049	icon_hd_jyfb	1	106048	15	1	49000		2	10010002	3	0
106050	通关精英第50章	t_target_desc_106050	icon_hd_jyfb	1	106049	15	1	50000		2	10010002	3	0
106051	通关精英第51章	t_target_desc_106051	icon_hd_jyfb	1	106050	15	1	51000		2	10010002	3	0
106052	通关精英第52章	t_target_desc_106052	icon_hd_jyfb	1	106051	15	1	52000		2	10010002	3	0
106053	通关精英第53章	t_target_desc_106053	icon_hd_jyfb	1	106052	15	1	53000		2	10010002	3	0
106054	通关精英第54章	t_target_desc_106054	icon_hd_jyfb	1	106053	15	1	54000		2	10010002	3	0
106055	通关精英第55章	t_target_desc_106055	icon_hd_jyfb	1	106054	15	1	55000		2	10010002	3	0
106056	通关精英第56章	t_target_desc_106056	icon_hd_jyfb	1	106055	15	1	56000		2	10010002	3	0
106057	通关精英第57章	t_target_desc_106057	icon_hd_jyfb	1	106056	15	1	57000		2	10010002	3	0
106058	通关精英第58章	t_target_desc_106058	icon_hd_jyfb	1	106057	15	1	58000		2	10010002	3	0
106059	通关精英第59章	t_target_desc_106059	icon_hd_jyfb	1	106058	15	1	59000		2	10010002	3	0
106060	通关精英第60章	t_target_desc_106060	icon_hd_jyfb	1	106059	15	1	60000		2	10010002	3	0
106061	通关精英第61章	t_target_desc_106061	icon_hd_jyfb	1	106060	15	1	61000		2	10010002	3	0
106062	通关精英第62章	t_target_desc_106062	icon_hd_jyfb	1	106061	15	1	62000		2	10010002	3	0
106063	通关精英第63章	t_target_desc_106063	icon_hd_jyfb	1	106062	15	1	63000		2	10010002	3	0
106064	通关精英第64章	t_target_desc_106064	icon_hd_jyfb	1	106063	15	1	64000		2	10010002	3	0
106065	通关精英第65章	t_target_desc_106065	icon_hd_jyfb	1	106064	15	1	65000		2	10010002	3	0
106066	通关精英第66章	t_target_desc_106066	icon_hd_jyfb	1	106065	15	1	66000		2	10010002	3	0
106067	通关精英第67章	t_target_desc_106067	icon_hd_jyfb	1	106066	15	1	67000		2	10010002	3	0
106068	通关精英第68章	t_target_desc_106068	icon_hd_jyfb	1	106067	15	1	68000		2	10010002	3	0
106069	通关精英第69章	t_target_desc_106069	icon_hd_jyfb	1	106068	15	1	69000		2	10010002	3	0
106070	通关精英第70章	t_target_desc_106070	icon_hd_jyfb	1	106069	15	1	70000		2	10010002	3	0
106071	通关精英第71章	t_target_desc_106071	icon_hd_jyfb	1	106070	15	1	71000		2	10010002	3	0
106072	通关精英第72章	t_target_desc_106072	icon_hd_jyfb	1	106071	15	1	72000		2	10010002	3	0
106073	通关精英第73章	t_target_desc_106073	icon_hd_jyfb	1	106072	15	1	73000		2	10010002	3	0
106074	通关精英第74章	t_target_desc_106074	icon_hd_jyfb	1	106073	15	1	74000		2	10010002	3	0
106075	通关精英第75章	t_target_desc_106075	icon_hd_jyfb	1	106074	15	1	75000		2	10010002	3	0
106076	通关精英第76章	t_target_desc_106076	icon_hd_jyfb	1	106075	15	1	76000		2	10010002	3	0
106077	通关精英第77章	t_target_desc_106077	icon_hd_jyfb	1	106076	15	1	77000		2	10010002	3	0
106078	通关精英第78章	t_target_desc_106078	icon_hd_jyfb	1	106077	15	1	78000		2	10010002	3	0
106079	通关精英第79章	t_target_desc_106079	icon_hd_jyfb	1	106078	15	1	79000		2	10010002	3	0
106080	通关精英第80章	t_target_desc_106080	icon_hd_jyfb	1	106079	15	1	80000		2	10010002	3	0
106081	通关精英第81章	t_target_desc_106081	icon_hd_jyfb	1	106080	15	1	81000		2	10010002	3	0
106082	通关精英第82章	t_target_desc_106082	icon_hd_jyfb	1	106081	15	1	82000		2	10010002	3	0
106083	通关精英第83章	t_target_desc_106083	icon_hd_jyfb	1	106082	15	1	83000		2	10010002	3	0
106084	通关精英第84章	t_target_desc_106084	icon_hd_jyfb	1	106083	15	1	84000		2	10010002	3	0
106085	通关精英第85章	t_target_desc_106085	icon_hd_jyfb	1	106084	15	1	85000		2	10010002	3	0
106086	通关精英第86章	t_target_desc_106086	icon_hd_jyfb	1	106085	15	1	86000		2	10010002	3	0
106087	通关精英第87章	t_target_desc_106087	icon_hd_jyfb	1	106086	15	1	87000		2	10010002	3	0
106088	通关精英第88章	t_target_desc_106088	icon_hd_jyfb	1	106087	15	1	88000		2	10010002	3	0
106089	通关精英第89章	t_target_desc_106089	icon_hd_jyfb	1	106088	15	1	89000		2	10010002	3	0
106090	通关精英第90章	t_target_desc_106090	icon_hd_jyfb	1	106089	15	1	90000		2	10010002	3	0
106091	通关精英第91章	t_target_desc_106091	icon_hd_jyfb	1	106090	15	1	91000		2	10010002	3	0
106092	通关精英第92章	t_target_desc_106092	icon_hd_jyfb	1	106091	15	1	92000		2	10010002	3	0
106093	通关精英第93章	t_target_desc_106093	icon_hd_jyfb	1	106092	15	1	93000		2	10010002	3	0
106094	通关精英第94章	t_target_desc_106094	icon_hd_jyfb	1	106093	15	1	94000		2	10010002	3	0
106095	通关精英第95章	t_target_desc_106095	icon_hd_jyfb	1	106094	15	1	95000		2	10010002	3	0
106096	通关精英第96章	t_target_desc_106096	icon_hd_jyfb	1	106095	15	1	96000		2	10010002	3	0
106097	通关精英第97章	t_target_desc_106097	icon_hd_jyfb	1	106096	15	1	97000		2	10010002	3	0
106098	通关精英第98章	t_target_desc_106098	icon_hd_jyfb	1	106097	15	1	98000		2	10010002	3	0
106099	通关精英第99章	t_target_desc_106099	icon_hd_jyfb	1	106098	15	1	99000		2	10010002	3	0
106100	通关精英第100章	t_target_desc_106100	icon_hd_jyfb	1	106099	15	1	100000		2	10010002	3	0
106101	通关精英第101章	t_target_desc_106101	icon_hd_jyfb	1	106100	15	1	101000		2	10010002	3	0
106102	通关精英第102章	t_target_desc_106102	icon_hd_jyfb	1	106101	15	1	102000		2	10010002	3	0
106103	通关精英第103章	t_target_desc_106103	icon_hd_jyfb	1	106102	15	1	103000		2	10010002	3	0
106104	通关精英第104章	t_target_desc_106104	icon_hd_jyfb	1	106103	15	1	104000		2	10010002	3	0
106105	通关精英第105章	t_target_desc_106105	icon_hd_jyfb	1	106104	15	1	105000		2	10010002	3	0
106106	通关精英第106章	t_target_desc_106106	icon_hd_jyfb	1	106105	15	1	106000		2	10010002	3	0
106107	通关精英第107章	t_target_desc_106107	icon_hd_jyfb	1	106106	15	1	107000		2	10010002	3	0
106108	通关精英第108章	t_target_desc_106108	icon_hd_jyfb	1	106107	15	1	108000		2	10010002	3	0
106109	通关精英第109章	t_target_desc_106109	icon_hd_jyfb	1	106108	15	1	109000		2	10010002	3	0
106110	通关精英第110章	t_target_desc_106110	icon_hd_jyfb	1	106109	15	1	110000		2	10010002	3	0
106111	通关精英第111章	t_target_desc_106111	icon_hd_jyfb	1	106110	15	1	111000		2	10010002	3	0
106112	通关精英第112章	t_target_desc_106112	icon_hd_jyfb	1	106111	15	1	112000		2	10010002	3	0
106113	通关精英第113章	t_target_desc_106113	icon_hd_jyfb	1	106112	15	1	113000		2	10010002	3	0
106114	通关精英第114章	t_target_desc_106114	icon_hd_jyfb	1	106113	15	1	114000		2	10010002	3	0
106115	通关精英第115章	t_target_desc_106115	icon_hd_jyfb	1	106114	15	1	115000		2	10010002	3	0
106116	通关精英第116章	t_target_desc_106116	icon_hd_jyfb	1	106115	15	1	116000		2	10010002	3	0
106117	通关精英第117章	t_target_desc_106117	icon_hd_jyfb	1	106116	15	1	117000		2	10010002	3	0
106118	通关精英第118章	t_target_desc_106118	icon_hd_jyfb	1	106117	15	1	118000		2	10010002	3	0
106119	通关精英第119章	t_target_desc_106119	icon_hd_jyfb	1	106118	15	1	119000		2	10010002	3	0
106120	通关精英第120章	t_target_desc_106120	icon_hd_jyfb	1	106119	15	1	120000		2	10010002	3	0
106121	通关精英第121章	t_target_desc_106121	icon_hd_jyfb	1	106120	15	1	121000		2	10010002	3	0
106122	通关精英第122章	t_target_desc_106122	icon_hd_jyfb	1	106121	15	1	122000		2	10010002	3	0
106123	通关精英第123章	t_target_desc_106123	icon_hd_jyfb	1	106122	15	1	123000		2	10010002	3	0
106124	通关精英第124章	t_target_desc_106124	icon_hd_jyfb	1	106123	15	1	124000		2	10010002	3	0
106125	通关精英第125章	t_target_desc_106125	icon_hd_jyfb	1	106124	15	1	125000		2	10010002	3	0
106126	通关精英第126章	t_target_desc_106126	icon_hd_jyfb	1	106125	15	1	126000		2	10010002	3	0
106127	通关精英第127章	t_target_desc_106127	icon_hd_jyfb	1	106126	15	1	127000		2	10010002	3	0
106128	通关精英第128章	t_target_desc_106128	icon_hd_jyfb	1	106127	15	1	128000		2	10010002	3	0
106129	通关精英第129章	t_target_desc_106129	icon_hd_jyfb	1	106128	15	1	129000		2	10010002	3	0
106130	通关精英第130章	t_target_desc_106130	icon_hd_jyfb	1	106129	15	1	130000		2	10010002	3	0
106131	通关精英第131章	t_target_desc_106131	icon_hd_jyfb	1	106130	15	1	131000		2	10010002	3	0
106132	通关精英第132章	t_target_desc_106132	icon_hd_jyfb	1	106131	15	1	132000		2	10010002	3	0
106133	通关精英第133章	t_target_desc_106133	icon_hd_jyfb	1	106132	15	1	133000		2	10010002	3	0
106134	通关精英第134章	t_target_desc_106134	icon_hd_jyfb	1	106133	15	1	134000		2	10010002	3	0
106135	通关精英第135章	t_target_desc_106135	icon_hd_jyfb	1	106134	15	1	135000		2	10010002	3	0
106136	通关精英第136章	t_target_desc_106136	icon_hd_jyfb	1	106135	15	1	136000		2	10010002	3	0
106137	通关精英第137章	t_target_desc_106137	icon_hd_jyfb	1	106136	15	1	137000		2	10010002	3	0
106138	通关精英第138章	t_target_desc_106138	icon_hd_jyfb	1	106137	15	1	138000		2	10010002	3	0
106139	通关精英第139章	t_target_desc_106139	icon_hd_jyfb	1	106138	15	1	139000		2	10010002	3	0
106140	通关精英第140章	t_target_desc_106140	icon_hd_jyfb	1	106139	15	1	140000		2	10010002	3	0
106141	通关精英第141章	t_target_desc_106141	icon_hd_jyfb	1	106140	15	1	141000		2	10010002	3	0
106142	通关精英第142章	t_target_desc_106142	icon_hd_jyfb	1	106141	15	1	142000		2	10010002	3	0
106143	通关精英第143章	t_target_desc_106143	icon_hd_jyfb	1	106142	15	1	143000		2	10010002	3	0
106144	通关精英第144章	t_target_desc_106144	icon_hd_jyfb	1	106143	15	1	144000		2	10010002	3	0
106145	通关精英第145章	t_target_desc_106145	icon_hd_jyfb	1	106144	15	1	145000		2	10010002	3	0
107001	主线副本达到100星	t_target_desc_107001	icon_hd_ptfb	1		16	100	100		1	2	300	0
107002	主线副本达到200星	t_target_desc_107002	icon_hd_ptfb	1	107001	16	200	200		1	2	350	0
107003	主线副本达到300星	t_target_desc_107003	icon_hd_ptfb	1	107002	16	300	300		1	2	400	0
107004	主线副本达到400星	t_target_desc_107004	icon_hd_ptfb	1	107003	16	400	400		1	2	450	0
107005	主线副本达到500星	t_target_desc_107005	icon_hd_ptfb	1	107004	16	500	500		1	2	500	0
107006	主线副本达到600星	t_target_desc_107006	icon_hd_ptfb	1	107005	16	600	600		1	2	550	0
107007	主线副本达到700星	t_target_desc_107007	icon_hd_ptfb	1	107006	16	700	700		1	2	600	0
107008	主线副本达到800星	t_target_desc_107008	icon_hd_ptfb	1	107007	16	800	800		1	2	650	0
107009	主线副本达到900星	t_target_desc_107009	icon_hd_ptfb	1	107008	16	900	900		1	2	700	0
107010	主线副本达到1000星	t_target_desc_107010	icon_hd_ptfb	1	107009	16	1000	1000		1	2	750	0
107011	主线副本达到1100星	t_target_desc_107011	icon_hd_ptfb	1	107010	16	1100	1100		1	2	800	0
107012	主线副本达到1200星	t_target_desc_107012	icon_hd_ptfb	1	107011	16	1200	1200		1	2	850	0
107013	主线副本达到1300星	t_target_desc_107013	icon_hd_ptfb	1	107012	16	1300	1300		1	2	900	0
107014	主线副本达到1400星	t_target_desc_107014	icon_hd_ptfb	1	107013	16	1400	1400		1	2	950	0
107015	主线副本达到1500星	t_target_desc_107015	icon_hd_ptfb	1	107014	16	1500	1500		1	2	1000	0
107016	主线副本达到1600星	t_target_desc_107016	icon_hd_ptfb	1	107015	16	1600	1600		1	2	1050	0
107017	主线副本达到1700星	t_target_desc_107017	icon_hd_ptfb	1	107016	16	1700	1700		1	2	1100	0
107018	主线副本达到1800星	t_target_desc_107018	icon_hd_ptfb	1	107017	16	1800	1800		1	2	1150	0
107019	主线副本达到1900星	t_target_desc_107019	icon_hd_ptfb	1	107018	16	1900	1900		1	2	1200	0
107020	主线副本达到2000星	t_target_desc_107020	icon_hd_ptfb	1	107019	16	2000	2000		1	2	1250	0
107021	主线副本达到2100星	t_target_desc_107021	icon_hd_ptfb	1	107020	16	2100	2100		1	2	1300	0
107022	主线副本达到2200星	t_target_desc_107022	icon_hd_ptfb	1	107021	16	2200	2200		1	2	1350	0
107023	主线副本达到2300星	t_target_desc_107023	icon_hd_ptfb	1	107022	16	2300	2300		1	2	1400	0
107024	主线副本达到2400星	t_target_desc_107024	icon_hd_ptfb	1	107023	16	2400	2400		1	2	1450	0
107025	主线副本达到2500星	t_target_desc_107025	icon_hd_ptfb	1	107024	16	2500	2500		1	2	1500	0
107026	主线副本达到2600星	t_target_desc_107026	icon_hd_ptfb	1	107025	16	2600	2600		1	2	1550	0
107027	主线副本达到2700星	t_target_desc_107027	icon_hd_ptfb	1	107026	16	2700	2700		1	2	1600	0
107028	主线副本达到2800星	t_target_desc_107028	icon_hd_ptfb	1	107027	16	2800	2800		1	2	1650	0
107029	主线副本达到2900星	t_target_desc_107029	icon_hd_ptfb	1	107028	16	2900	2900		1	2	1700	0
107030	主线副本达到3000星	t_target_desc_107030	icon_hd_ptfb	1	107029	16	3000	3000		1	2	1750	0
107031	主线副本达到3100星	t_target_desc_107031	icon_hd_ptfb	1	107030	16	3100	3100		1	2	1800	0
107032	主线副本达到3200星	t_target_desc_107032	icon_hd_ptfb	1	107031	16	3200	3200		1	2	1850	0
107033	主线副本达到3300星	t_target_desc_107033	icon_hd_ptfb	1	107032	16	3300	3300		1	2	1900	0
107034	主线副本达到3400星	t_target_desc_107034	icon_hd_ptfb	1	107033	16	3400	3400		1	2	1950	0
107035	主线副本达到3500星	t_target_desc_107035	icon_hd_ptfb	1	107034	16	3500	3500		1	2	2000	0
107036	主线副本达到3600星	t_target_desc_107036	icon_hd_ptfb	1	107035	16	3600	3600		1	2	2050	0
107037	主线副本达到3700星	t_target_desc_107037	icon_hd_ptfb	1	107036	16	3700	3700		1	2	2100	0
107038	主线副本达到3800星	t_target_desc_107038	icon_hd_ptfb	1	107037	16	3800	3800		1	2	2150	0
107039	主线副本达到3900星	t_target_desc_107039	icon_hd_ptfb	1	107038	16	3900	3900		1	2	2200	0
107040	主线副本达到4000星	t_target_desc_107040	icon_hd_ptfb	1	107039	16	4000	4000		1	2	2250	0
107041	主线副本达到4100星	t_target_desc_107041	icon_hd_ptfb	1	107040	16	4100	4100		1	2	2300	0
107042	主线副本达到4200星	t_target_desc_107042	icon_hd_ptfb	1	107041	16	4200	4200		1	2	2350	0
107043	主线副本达到4300星	t_target_desc_107043	icon_hd_ptfb	1	107042	16	4300	4300		1	2	2400	0
107044	主线副本达到4400星	t_target_desc_107044	icon_hd_ptfb	1	107043	16	4400	4400		1	2	2450	0
107045	主线副本达到4500星	t_target_desc_107045	icon_hd_ptfb	1	107044	16	4500	4500		1	2	2500	0
107046	主线副本达到4600星	t_target_desc_107046	icon_hd_ptfb	1	107045	16	4600	4600		1	2	2550	0
107047	主线副本达到4700星	t_target_desc_107047	icon_hd_ptfb	1	107046	16	4700	4700		1	2	2600	0
107048	主线副本达到4800星	t_target_desc_107048	icon_hd_ptfb	1	107047	16	4800	4800		1	2	2650	0
107049	主线副本达到4900星	t_target_desc_107049	icon_hd_ptfb	1	107048	16	4900	4900		1	2	2700	0
107050	主线副本达到5000星	t_target_desc_107050	icon_hd_ptfb	1	107049	16	5000	5000		1	2	2750	0
107051	主线副本达到5100星	t_target_desc_107051	icon_hd_ptfb	1	107050	16	5100	5100		1	2	2800	0
107052	主线副本达到5200星	t_target_desc_107052	icon_hd_ptfb	1	107051	16	5200	5200		1	2	2850	0
107053	主线副本达到5300星	t_target_desc_107053	icon_hd_ptfb	1	107052	16	5300	5300		1	2	2900	0
107054	主线副本达到5400星	t_target_desc_107054	icon_hd_ptfb	1	107053	16	5400	5400		1	2	2950	0
107055	主线副本达到5500星	t_target_desc_107055	icon_hd_ptfb	1	107054	16	5500	5500		1	2	3000	0
107056	主线副本达到5600星	t_target_desc_107056	icon_hd_ptfb	1	107055	16	5600	5600		1	2	3050	0
107057	主线副本达到5700星	t_target_desc_107057	icon_hd_ptfb	1	107056	16	5700	5700		1	2	3100	0
107058	主线副本达到5800星	t_target_desc_107058	icon_hd_ptfb	1	107057	16	5800	5800		1	2	3150	0
107059	主线副本达到5900星	t_target_desc_107059	icon_hd_ptfb	1	107058	16	5900	5900		1	2	3200	0
107060	主线副本达到6000星	t_target_desc_107060	icon_hd_ptfb	1	107059	16	6000	6000		1	2	3250	0
108001	精英副本达到100星	t_target_desc_108001	icon_hd_jyfb	1		17	100	100		1	5	200	0
108002	精英副本达到200星	t_target_desc_108002	icon_hd_jyfb	1	108001	17	200	200		1	5	230	0
108003	精英副本达到300星	t_target_desc_108003	icon_hd_jyfb	1	108002	17	300	300		1	5	260	0
108004	精英副本达到400星	t_target_desc_108004	icon_hd_jyfb	1	108003	17	400	400		1	5	290	0
108005	精英副本达到500星	t_target_desc_108005	icon_hd_jyfb	1	108004	17	500	500		1	5	320	0
108006	精英副本达到600星	t_target_desc_108006	icon_hd_jyfb	1	108005	17	600	600		1	5	350	0
108007	精英副本达到700星	t_target_desc_108007	icon_hd_jyfb	1	108006	17	700	700		1	5	380	0
108008	精英副本达到800星	t_target_desc_108008	icon_hd_jyfb	1	108007	17	800	800		1	5	410	0
108009	精英副本达到900星	t_target_desc_108009	icon_hd_jyfb	1	108008	17	900	900		1	5	440	0
108010	精英副本达到1000星	t_target_desc_108010	icon_hd_jyfb	1	108009	17	1000	1000		1	5	470	0
108011	精英副本达到1100星	t_target_desc_108011	icon_hd_jyfb	1	108010	17	1100	1100		1	5	500	0
108012	精英副本达到1200星	t_target_desc_108012	icon_hd_jyfb	1	108011	17	1200	1200		1	5	530	0
108013	精英副本达到1300星	t_target_desc_108013	icon_hd_jyfb	1	108012	17	1300	1300		1	5	560	0
108014	精英副本达到1400星	t_target_desc_108014	icon_hd_jyfb	1	108013	17	1400	1400		1	5	590	0
108015	精英副本达到1500星	t_target_desc_108015	icon_hd_jyfb	1	108014	17	1500	1500		1	5	620	0
108016	精英副本达到1600星	t_target_desc_108016	icon_hd_jyfb	1	108015	17	1600	1600		1	5	650	0
108017	精英副本达到1700星	t_target_desc_108017	icon_hd_jyfb	1	108016	17	1700	1700		1	5	680	0
108018	精英副本达到1800星	t_target_desc_108018	icon_hd_jyfb	1	108017	17	1800	1800		1	5	710	0
108019	精英副本达到1900星	t_target_desc_108019	icon_hd_jyfb	1	108018	17	1900	1900		1	5	740	0
108020	精英副本达到2000星	t_target_desc_108020	icon_hd_jyfb	1	108019	17	2000	2000		1	5	770	0
108021	精英副本达到2100星	t_target_desc_108021	icon_hd_jyfb	1	108020	17	2100	2100		1	5	800	0
108022	精英副本达到2200星	t_target_desc_108022	icon_hd_jyfb	1	108021	17	2200	2200		1	5	830	0
108023	精英副本达到2300星	t_target_desc_108023	icon_hd_jyfb	1	108022	17	2300	2300		1	5	860	0
108024	精英副本达到2400星	t_target_desc_108024	icon_hd_jyfb	1	108023	17	2400	2400		1	5	890	0
108025	精英副本达到2500星	t_target_desc_108025	icon_hd_jyfb	1	108024	17	2500	2500		1	5	920	0
108026	精英副本达到2600星	t_target_desc_108026	icon_hd_jyfb	1	108025	17	2600	2600		1	5	950	0
108027	精英副本达到2700星	t_target_desc_108027	icon_hd_jyfb	1	108026	17	2700	2700		1	5	980	0
108028	精英副本达到2800星	t_target_desc_108028	icon_hd_jyfb	1	108027	17	2800	2800		1	5	1010	0
108029	精英副本达到2900星	t_target_desc_108029	icon_hd_jyfb	1	108028	17	2900	2900		1	5	1040	0
108030	精英副本达到3000星	t_target_desc_108030	icon_hd_jyfb	1	108029	17	3000	3000		1	5	1070	0
108031	精英副本达到3100星	t_target_desc_108031	icon_hd_jyfb	1	108030	17	3100	3100		1	5	1100	0
108032	精英副本达到3200星	t_target_desc_108032	icon_hd_jyfb	1	108031	17	3200	3200		1	5	1130	0
108033	精英副本达到3300星	t_target_desc_108033	icon_hd_jyfb	1	108032	17	3300	3300		1	5	1160	0
108034	精英副本达到3400星	t_target_desc_108034	icon_hd_jyfb	1	108033	17	3400	3400		1	5	1190	0
108035	精英副本达到3500星	t_target_desc_108035	icon_hd_jyfb	1	108034	17	3500	3500		1	5	1220	0
108036	精英副本达到3600星	t_target_desc_108036	icon_hd_jyfb	1	108035	17	3600	3600		1	5	1250	0
108037	精英副本达到3700星	t_target_desc_108037	icon_hd_jyfb	1	108036	17	3700	3700		1	5	1280	0
108038	精英副本达到3800星	t_target_desc_108038	icon_hd_jyfb	1	108037	17	3800	3800		1	5	1310	0
108039	精英副本达到3900星	t_target_desc_108039	icon_hd_jyfb	1	108038	17	3900	3900		1	5	1340	0
108040	精英副本达到4000星	t_target_desc_108040	icon_hd_jyfb	1	108039	17	4000	4000		1	5	1370	0
108041	精英副本达到4100星	t_target_desc_108041	icon_hd_jyfb	1	108040	17	4100	4100		1	5	1400	0
108042	精英副本达到4200星	t_target_desc_108042	icon_hd_jyfb	1	108041	17	4200	4200		1	5	1430	0
108043	精英副本达到4300星	t_target_desc_108043	icon_hd_jyfb	1	108042	17	4300	4300		1	5	1460	0
108044	精英副本达到4400星	t_target_desc_108044	icon_hd_jyfb	1	108043	17	4400	4400		1	5	1490	0
108045	精英副本达到4500星	t_target_desc_108045	icon_hd_jyfb	1	108044	17	4500	4500		1	5	1520	0
108046	精英副本达到4600星	t_target_desc_108046	icon_hd_jyfb	1	108045	17	4600	4600		1	5	1550	0
108047	精英副本达到4700星	t_target_desc_108047	icon_hd_jyfb	1	108046	17	4700	4700		1	5	1580	0
108048	精英副本达到4800星	t_target_desc_108048	icon_hd_jyfb	1	108047	17	4800	4800		1	5	1610	0
108049	精英副本达到4900星	t_target_desc_108049	icon_hd_jyfb	1	108048	17	4900	4900		1	5	1640	0
108050	精英副本达到5000星	t_target_desc_108050	icon_hd_jyfb	1	108049	17	5000	5000		1	5	1670	0
108051	精英副本达到5100星	t_target_desc_108051	icon_hd_jyfb	1	108050	17	5100	5100		1	5	1700	0
108052	精英副本达到5200星	t_target_desc_108052	icon_hd_jyfb	1	108051	17	5200	5200		1	5	1730	0
108053	精英副本达到5300星	t_target_desc_108053	icon_hd_jyfb	1	108052	17	5300	5300		1	5	1760	0
108054	精英副本达到5400星	t_target_desc_108054	icon_hd_jyfb	1	108053	17	5400	5400		1	5	1790	0
108055	精英副本达到5500星	t_target_desc_108055	icon_hd_jyfb	1	108054	17	5500	5500		1	5	1820	0
108056	精英副本达到5600星	t_target_desc_108056	icon_hd_jyfb	1	108055	17	5600	5600		1	5	1850	0
108057	精英副本达到5700星	t_target_desc_108057	icon_hd_jyfb	1	108056	17	5700	5700		1	5	1880	0
108058	精英副本达到5800星	t_target_desc_108058	icon_hd_jyfb	1	108057	17	5800	5800		1	5	1910	0
108059	精英副本达到5900星	t_target_desc_108059	icon_hd_jyfb	1	108058	17	5900	5900		1	5	1940	0
108060	精英副本达到6000星	t_target_desc_108060	icon_hd_jyfb	1	108059	17	6000	6000		1	5	1970	0
