INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
5900501	32	1	0	0	0	0	15	1017628	90999	36101	26736	4596	29	29	0	0	49	29	29	29	29	0	4
5900502	2	1	0	0	0	0	15	787777	119835	31965	34713	4665	29	29	0	0	49	29	29	29	29	0	4
5900601	35	1	5	5	0	1	15	1193267	128602	34127	42506	6698	29	29	0	0	49	29	29	29	29	0	4
5900602	32	1	0	0	0	0	15	1017628	90999	36101	26736	4596	29	29	0	0	49	29	29	29	29	0	4
5900603	2	1	0	0	0	0	15	787777	119835	31965	34713	4665	29	29	0	0	49	29	29	29	29	0	4
5900701	35	1	0	0	0	0	15	852333	116911	31025	38641	6698	29	29	0	0	49	29	29	29	29	0	4
5900702	820	1	0	0	0	0	15	984981	88716	34291	29693	4935	29	29	0	0	49	29	29	29	29	0	4
5900801	821	1	0	0	0	0	15	950592	91238	38893	28894	4873	29	29	0	0	49	29	29	29	29	0	4
5900802	35	1	0	0	0	0	15	852333	116911	31025	38641	6698	29	29	0	0	49	29	29	29	29	0	4
5900901	24	1	5	5	0	1	15	1524002	115537	46219	35457	5443	29	29	0	0	49	29	29	29	29	0	4
5900902	821	1	0	0	0	0	15	950592	91238	38893	28894	4873	29	29	0	0	49	29	29	29	29	0	4
5900903	35	1	0	0	0	0	15	852333	116911	31025	38641	6698	29	29	0	0	49	29	29	29	29	0	4
5901001	201	1	15	15	1	2	8	1439201	144916	39474	49582	6381	29	29	0	0	49	29	29	29	29	0	4
5901002	24	1	0	0	0	0	15	1088573	105034	42018	32233	5443	29	29	0	0	49	29	29	29	29	0	4
5901003	35	1	0	0	0	0	15	852333	116911	31025	38641	6698	29	29	0	0	49	29	29	29	29	0	4
6000101	5	1	0	0	0	0	16	901734	125551	35202	31592	5724	30	30	0	0	50	30	30	30	30	0	4
6000201	11	1	0	0	0	0	16	1068139	102555	39391	30917	5005	30	30	0	0	50	30	30	30	30	0	4
6000301	10	1	5	5	0	1	16	1290875	146864	34766	36127	5615	30	30	0	0	50	30	30	30	30	0	4
6000302	11	1	0	0	0	0	16	1068139	102555	39391	30917	5005	30	30	0	0	50	30	30	30	30	0	4
6000303	5	1	0	0	0	0	16	901734	125551	35202	31592	5724	30	30	0	0	50	30	30	30	30	0	4
6000401	10	1	0	0	0	0	16	922054	133513	31605	32842	5615	30	30	0	0	50	30	30	30	30	0	4
6000402	5	1	0	0	0	0	16	901734	125551	35202	31592	5724	30	30	0	0	50	30	30	30	30	0	4
6000501	10	1	0	0	0	0	16	922054	133513	31605	32842	5615	30	30	0	0	50	30	30	30	30	0	4
6000502	11	1	0	0	0	0	16	1068139	102555	39391	30917	5005	30	30	0	0	50	30	30	30	30	0	4
6000601	9	1	5	5	0	1	16	1208947	139055	36238	36951	5356	30	30	0	0	50	30	30	30	30	0	4
6000602	10	1	0	0	0	0	16	922054	133513	31605	32842	5615	30	30	0	0	50	30	30	30	30	0	4
6000603	11	1	0	0	0	0	16	1068139	102555	39391	30917	5005	30	30	0	0	50	30	30	30	30	0	4
6000701	9	1	0	0	0	0	16	863534	126414	32943	33592	5356	30	30	0	0	50	30	30	30	30	0	4
6000702	11	1	0	0	0	0	16	1068139	102555	39391	30917	5005	30	30	0	0	50	30	30	30	30	0	4
6000703	5	1	0	0	0	0	16	901734	125551	35202	31592	5724	30	30	0	0	50	30	30	30	30	0	4
6000801	9	1	0	0	0	0	16	863534	126414	32943	33592	5356	30	30	0	0	50	30	30	30	30	0	4
6000802	12	1	0	0	0	0	16	1049336	94677	37533	30267	4994	30	30	0	0	50	30	30	30	30	0	4
6000901	4	1	5	5	0	1	16	1272682	131007	37838	35872	5535	30	30	0	0	50	30	30	30	30	0	4
6000902	9	1	0	0	0	0	16	863534	126414	32943	33592	5356	30	30	0	0	50	30	30	30	30	0	4
6000903	12	1	0	0	0	0	16	1049336	94677	37533	30267	4994	30	30	0	0	50	30	30	30	30	0	4
6001001	203	1	15	15	1	2	8	1594932	157361	42947	50531	6816	30	30	0	0	50	30	30	30	30	0	4
6001002	4	1	0	0	0	0	16	909059	119098	34398	32611	5535	30	30	0	0	50	30	30	30	30	0	4
6001003	12	1	0	0	0	0	16	1049336	94677	37533	30267	4994	30	30	0	0	50	30	30	30	30	0	4
6100101	16	1	0	0	0	0	16	1068346	101648	41604	33938	5453	30	30	0	0	50	30	30	30	30	0	4
6100201	2	1	0	0	0	0	16	908974	138271	36883	40054	5383	30	30	0	0	50	30	30	30	30	0	4
6100302	6	1	5	5	0	1	16	1757378	130789	49846	42412	6299	30	30	0	0	50	30	30	30	30	0	4
6100303	2	1	0	0	0	0	16	908974	138271	36883	40054	5383	30	30	0	0	50	30	30	30	30	0	4
6100304	16	1	0	0	0	0	16	1068346	101648	41604	33938	5453	30	30	0	0	50	30	30	30	30	0	4
6100401	6	1	0	0	0	0	16	1255270	118899	45315	38556	6299	30	30	0	0	50	30	30	30	30	0	4
6100402	16	1	0	0	0	0	16	1068346	101648	41604	33938	5453	30	30	0	0	50	30	30	30	30	0	4
6100501	6	1	0	0	0	0	16	1255270	118899	45315	38556	6299	30	30	0	0	50	30	30	30	30	0	4
6100502	2	1	0	0	0	0	16	908974	138271	36883	40054	5383	30	30	0	0	50	30	30	30	30	0	4
6100602	7	1	5	5	0	1	16	1511217	170047	40015	45129	7200	30	30	0	0	50	30	30	30	30	0	4
6100603	6	1	0	0	0	0	16	1255270	118899	45315	38556	6299	30	30	0	0	50	30	30	30	30	0	4
6100604	2	1	0	0	0	0	16	908974	138271	36883	40054	5383	30	30	0	0	50	30	30	30	30	0	4
6100701	7	1	0	0	0	0	16	1079441	154588	36377	41027	7200	30	30	0	0	50	30	30	30	30	0	4
6100702	17	1	0	0	0	0	16	1052520	111798	36871	33328	6062	30	30	0	0	50	30	30	30	30	0	4
6100801	7	1	0	0	0	0	16	1079441	154588	36377	41027	7200	30	30	0	0	50	30	30	30	30	0	4
6100802	17	1	0	0	0	0	16	1052520	111798	36871	33328	6062	30	30	0	0	50	30	30	30	30	0	4
6100901	7	1	0	0	0	0	16	1079441	154588	36377	41027	7200	30	30	0	0	50	30	30	30	30	0	4
6100902	6	1	0	0	0	0	16	1255270	118899	45315	38556	6299	30	30	0	0	50	30	30	30	30	0	4
6100904	8	1	5	5	0	1	16	1322768	143599	41339	53925	7772	30	30	0	0	50	30	30	30	30	0	4
6101001	8	1	0	0	0	0	16	944834	130544	37580	49022	7772	30	30	0	0	50	30	30	30	30	0	4
6101002	7	1	0	0	0	0	16	1079441	154588	36377	41027	7200	30	30	0	0	50	30	30	30	30	0	4
6101004	204	1	15	15	2	2	1	2034390	184425	48573	48979	6525	30	30	0	0	50	30	30	30	30	0	4
6200101	31	1	0	0	0	0	16	867711	129636	36055	42968	7270	31	31	0	0	51	31	31	31	31	0	4
6200201	16	1	0	0	0	0	16	1139569	108425	44378	36201	5817	31	31	0	0	51	31	31	31	31	0	4
6200301	16	1	0	0	0	0	16	1139569	108425	44378	36201	5817	31	31	0	0	51	31	31	31	31	0	4
6200302	31	1	0	0	0	0	16	867711	129636	36055	42968	7270	31	31	0	0	51	31	31	31	31	0	4
6200303	26	1	5	5	0	1	16	1597586	124842	48187	39194	5831	31	31	0	0	51	31	31	31	31	0	4
6200401	26	1	0	0	0	0	16	1141133	113493	43806	35631	5831	31	31	0	0	51	31	31	31	31	0	4
6200402	23	1	0	0	0	0	16	1091070	150656	42953	38867	7086	31	31	0	0	51	31	31	31	31	0	4
6200501	26	1	0	0	0	0	16	1141133	113493	43806	35631	5831	31	31	0	0	51	31	31	31	31	0	4
6200502	820	1	0	0	0	0	16	1212285	109188	42205	36546	6074	31	31	0	0	51	31	31	31	31	0	4
6200601	26	1	0	0	0	0	16	1141133	113493	43806	35631	5831	31	31	0	0	51	31	31	31	31	0	4
6200603	23	1	0	0	0	0	16	1091070	150656	42953	38867	7086	31	31	0	0	51	31	31	31	31	0	4
6200604	35	1	5	5	0	1	16	1468636	158279	42003	52315	8244	31	31	0	0	51	31	31	31	31	0	4
6200701	26	1	0	0	0	0	16	1141133	113493	43806	35631	5831	31	31	0	0	51	31	31	31	31	0	4
6200702	35	1	0	0	0	0	16	1049026	143890	38185	47559	8244	31	31	0	0	51	31	31	31	31	0	4
6200703	31	1	0	0	0	0	16	867711	129636	36055	42968	7270	31	31	0	0	51	31	31	31	31	0	4
6200801	35	1	0	0	0	0	16	1049026	143890	38185	47559	8244	31	31	0	0	51	31	31	31	31	0	4
6200802	31	1	0	0	0	0	16	867711	129636	36055	42968	7270	31	31	0	0	51	31	31	31	31	0	4
6200803	25	1	0	0	0	0	16	1071771	148666	42469	45949	4918	31	31	0	0	51	31	31	31	31	0	4
6200901	35	1	0	0	0	0	16	1049026	143890	38185	47559	8244	31	31	0	0	51	31	31	31	31	0	4
6200902	26	1	0	0	0	0	16	1141133	113493	43806	35631	5831	31	31	0	0	51	31	31	31	31	0	4
6200904	24	1	5	5	0	1	16	1875695	142200	56886	43639	6699	31	31	0	0	51	31	31	31	31	0	4
6201001	24	1	0	0	0	0	16	1339782	129272	51714	39672	6699	31	31	0	0	51	31	31	31	31	0	4
6201003	35	1	0	0	0	0	16	1049026	143890	38185	47559	8244	31	31	0	0	51	31	31	31	31	0	4
6201004	205	1	15	15	2	2	1	1933574	193176	54727	56308	7557	31	31	0	0	51	31	31	31	31	0	4
6300101	32	1	0	0	0	0	16	1330745	118999	47209	34963	6010	31	31	0	0	51	31	31	31	31	0	4
6300201	29	1	0	0	0	0	16	1136361	146388	39975	43942	6931	31	31	0	0	51	31	31	31	31	0	4
6300301	29	1	0	0	0	0	16	1136361	146388	39975	43942	6931	31	31	0	0	51	31	31	31	31	0	4
6300303	37	1	5	5	0	1	16	1706892	133354	49569	37491	6088	31	31	0	0	51	31	31	31	31	0	4
6300304	33	1	0	0	0	0	16	1104644	154496	42058	39067	6836	31	31	0	0	51	31	31	31	31	0	4
6300401	37	1	0	0	0	0	16	1219208	121231	45063	34082	6088	31	31	0	0	51	31	31	31	31	0	4
6300402	32	1	0	0	0	0	16	1330745	118999	47209	34963	6010	31	31	0	0	51	31	31	31	31	0	4
6300403	33	1	0	0	0	0	16	1104644	154496	42058	39067	6836	31	31	0	0	51	31	31	31	31	0	4
6300501	37	1	0	0	0	0	16	1219208	121231	45063	34082	6088	31	31	0	0	51	31	31	31	31	0	4
6300502	33	1	0	0	0	0	16	1104644	154496	42058	39067	6836	31	31	0	0	51	31	31	31	31	0	4
6300601	37	1	0	0	0	0	16	1219208	121231	45063	34082	6088	31	31	0	0	51	31	31	31	31	0	4
6300604	27	1	5	5	0	1	16	2168581	153013	56241	51237	6646	31	31	0	0	51	31	31	31	31	0	4
6300605	33	1	0	0	0	0	16	1104644	154496	42058	39067	6836	31	31	0	0	51	31	31	31	31	0	4
6300701	27	1	0	0	0	0	16	1548986	139103	51128	46579	6646	31	31	0	0	51	31	31	31	31	0	4
6300702	28	1	0	0	0	0	16	1000750	135816	38182	41943	7698	31	31	0	0	51	31	31	31	31	0	4
6300801	27	1	0	0	0	0	16	1548986	139103	51128	46579	6646	31	31	0	0	51	31	31	31	31	0	4
6300802	28	1	0	0	0	0	16	1000750	135816	38182	41943	7698	31	31	0	0	51	31	31	31	31	0	4
6300901	27	1	0	0	0	0	16	1548986	139103	51128	46579	6646	31	31	0	0	51	31	31	31	31	0	4
6300902	37	1	0	0	0	0	16	1219208	121231	45063	34082	6088	31	31	0	0	51	31	31	31	31	0	4
6300904	36	1	5	5	0	1	16	1923801	152698	57974	44156	7378	31	31	0	0	51	31	31	31	31	0	4
6301001	36	1	0	0	0	0	16	1374143	138816	52704	40142	7378	31	31	0	0	51	31	31	31	31	0	4
6301004	206	1	15	15	2	2	1	2569022	171886	59303	46415	6955	31	31	0	0	51	31	31	31	31	0	4
6301005	27	1	0	0	0	0	16	1548986	139103	51128	46579	6646	31	31	0	0	51	31	31	31	31	0	4
6400101	46	1	0	0	0	0	17	1287463	157666	42952	44322	7023	32	32	0	0	52	32	32	32	32	0	4
6400201	41	1	0	0	0	0	17	1165730	177095	45709	39708	7675	32	32	0	0	52	32	32	32	32	0	4
6400301	41	1	0	0	0	0	17	1165730	177095	45709	39708	7675	32	32	0	0	52	32	32	32	32	0	4
6400302	46	1	0	0	0	0	17	1287463	157666	42952	44322	7023	32	32	0	0	52	32	32	32	32	0	4
6400303	50	1	5	5	0	1	17	1634245	170497	52140	49152	7133	32	32	0	0	52	32	32	32	32	0	4
6400401	50	1	0	0	0	0	17	1167318	154997	47400	44684	7133	32	32	0	0	52	32	32	32	32	0	4
6400402	58	1	0	0	0	0	17	1415991	132688	46951	36796	6364	32	32	0	0	52	32	32	32	32	0	4
6400501	50	1	0	0	0	0	17	1167318	154997	47400	44684	7133	32	32	0	0	52	32	32	32	32	0	4
6400502	56	1	0	0	0	0	17	1191069	136757	45339	40175	7085	32	32	0	0	52	32	32	32	32	0	4
6400601	50	1	0	0	0	0	17	1167318	154997	47400	44684	7133	32	32	0	0	52	32	32	32	32	0	4
6400604	42	1	5	5	0	1	17	1817307	209649	54191	50903	8506	32	32	0	0	52	32	32	32	32	0	4
6400605	41	1	0	0	0	0	17	1165730	177095	45709	39708	7675	32	32	0	0	52	32	32	32	32	0	4
6400701	42	1	0	0	0	0	17	1298076	190590	49264	46275	8506	32	32	0	0	52	32	32	32	32	0	4
6400702	41	1	0	0	0	0	17	1165730	177095	45709	39708	7675	32	32	0	0	52	32	32	32	32	0	4
6400703	68	1	0	0	0	0	17	1167970	149147	44912	46425	6786	32	32	0	0	52	32	32	32	32	0	4
6400801	42	1	0	0	0	0	17	1298076	190590	49264	46275	8506	32	32	0	0	52	32	32	32	32	0	4
6400802	68	1	0	0	0	0	17	1167970	149147	44912	46425	6786	32	32	0	0	52	32	32	32	32	0	4
6400901	42	1	0	0	0	0	17	1298076	190590	49264	46275	8506	32	32	0	0	52	32	32	32	32	0	4
6400904	57	1	5	5	0	1	17	1971453	154737	60904	47921	6671	32	32	0	0	52	32	32	32	32	0	4
6400905	58	1	0	0	0	0	17	1415991	132688	46951	36796	6364	32	32	0	0	52	32	32	32	32	0	4
6401001	57	1	0	0	0	0	17	1408180	140670	55367	43564	6671	32	32	0	0	52	32	32	32	32	0	4
6401004	401	1	15	15	2	2	2	2456521	216197	59636	59212	8608	32	32	0	0	52	32	32	32	32	0	4
6401005	42	1	0	0	0	0	17	1298076	190590	49264	46275	8506	32	32	0	0	52	32	32	32	32	0	4
6500101	48	1	0	0	0	0	17	1414614	129997	53073	40750	7289	32	32	0	0	52	32	32	32	32	0	4
6500201	45	1	0	0	0	0	17	1095744	149522	40123	53133	9049	32	32	0	0	52	32	32	32	32	0	4
6500301	45	1	0	0	0	0	17	1095744	149522	40123	53133	9049	32	32	0	0	52	32	32	32	32	0	4
6500302	48	1	0	0	0	0	17	1414614	129997	53073	40750	7289	32	32	0	0	52	32	32	32	32	0	4
6500303	46	1	5	5	0	1	17	1902584	183068	49872	51463	7414	32	32	0	0	52	32	32	32	32	0	4
6500401	46	1	0	0	0	0	17	1358989	166425	45338	46784	7414	32	32	0	0	52	32	32	32	32	0	4
6500402	47	1	0	0	0	0	17	1066605	158173	43384	46919	8984	32	32	0	0	52	32	32	32	32	0	4
6500501	41	1	0	0	0	0	17	1230493	186934	48249	41914	8101	32	32	0	0	52	32	32	32	32	0	4
6500502	47	1	0	0	0	0	17	1066605	158173	43384	46919	8984	32	32	0	0	52	32	32	32	32	0	4
6500601	46	1	0	0	0	0	17	1358989	166425	45338	46784	7414	32	32	0	0	52	32	32	32	32	0	4
6500602	41	1	0	0	0	0	17	1230493	186934	48249	41914	8101	32	32	0	0	52	32	32	32	32	0	4
6500604	42	1	5	5	0	1	17	1918268	221296	57201	53731	8978	32	32	0	0	52	32	32	32	32	0	4
6500701	42	1	0	0	0	0	17	1370191	201178	52001	48846	8978	32	32	0	0	52	32	32	32	32	0	4
6500702	40	1	0	0	0	0	17	1303870	156672	47267	49351	6329	32	32	0	0	52	32	32	32	32	0	4
6500801	40	1	0	0	0	0	17	1303870	156672	47267	49351	6329	32	32	0	0	52	32	32	32	32	0	4
6500901	42	1	0	0	0	0	17	1370191	201178	52001	48846	8978	32	32	0	0	52	32	32	32	32	0	4
6500903	40	1	0	0	0	0	17	1303870	156672	47267	49351	6329	32	32	0	0	52	32	32	32	32	0	4
6500904	66	1	5	5	0	1	17	1733644	188343	48006	63171	9988	32	32	0	0	52	32	32	32	32	0	4
6501001	66	1	0	0	0	0	17	1238317	171220	43641	57428	9988	32	32	0	0	52	32	32	32	32	0	4
6501004	207	1	15	15	2	2	2	2726133	234480	61035	68472	8480	32	32	0	0	52	32	32	32	32	0	4
6501005	40	1	0	0	0	0	17	1303870	156672	47267	49351	6329	32	32	0	0	52	32	32	32	32	0	4
6600101	61	1	0	0	0	0	17	1221462	167699	50331	48524	8168	33	33	0	0	53	33	33	33	33	0	4
6600201	56	1	0	0	0	0	17	1323410	151952	50376	44639	7872	33	33	0	0	53	33	33	33	33	0	4
6600301	57	1	5	5	0	1	17	2190503	171930	67671	53245	7412	33	33	0	0	53	33	33	33	33	0	4
6600302	56	1	0	0	0	0	17	1323410	151952	50376	44639	7872	33	33	0	0	53	33	33	33	33	0	4
6600303	61	1	0	0	0	0	17	1221462	167699	50331	48524	8168	33	33	0	0	53	33	33	33	33	0	4
6600401	57	1	0	0	0	0	17	1564645	156300	61519	48405	7412	33	33	0	0	53	33	33	33	33	0	4
6600402	58	1	0	0	0	0	17	1573324	147431	52168	40885	7072	33	33	0	0	53	33	33	33	33	0	4
6600501	57	1	0	0	0	0	17	1564645	156300	61519	48405	7412	33	33	0	0	53	33	33	33	33	0	4
6600502	49	1	0	0	0	0	17	1481238	199529	53968	57638	8537	33	33	0	0	53	33	33	33	33	0	4
6600601	52	1	5	5	0	1	17	1941229	201187	54908	66690	10275	33	33	0	0	53	33	33	33	33	0	4
6600602	57	1	0	0	0	0	17	1564645	156300	61519	48405	7412	33	33	0	0	53	33	33	33	33	0	4
6600603	49	1	0	0	0	0	17	1481238	199529	53968	57638	8537	33	33	0	0	53	33	33	33	33	0	4
6600701	57	1	0	0	0	0	17	1564645	156300	61519	48405	7412	33	33	0	0	53	33	33	33	33	0	4
6600702	50	1	0	0	0	0	17	1297020	172219	52667	49649	7926	33	33	0	0	53	33	33	33	33	0	4
6600801	52	1	0	0	0	0	17	1386592	182897	49917	60628	10275	33	33	0	0	53	33	33	33	33	0	4
6600802	50	1	0	0	0	0	17	1297020	172219	52667	49649	7926	33	33	0	0	53	33	33	33	33	0	4
6600901	53	1	5	5	0	1	17	2189116	227344	57183	63508	9787	33	33	0	0	53	33	33	33	33	0	4
6600902	52	1	0	0	0	0	17	1386592	182897	49917	60628	10275	33	33	0	0	53	33	33	33	33	0	4
6600903	57	1	0	0	0	0	17	1564645	156300	61519	48405	7412	33	33	0	0	53	33	33	33	33	0	4
6601001	208	1	15	15	2	2	2	2922544	228221	76399	67718	7098	33	33	0	0	53	33	33	33	33	0	4
6601002	53	1	0	0	0	0	17	1563654	206677	51984	57734	9787	33	33	0	0	53	33	33	33	33	0	4
6601003	52	1	0	0	0	0	17	1386592	182897	49917	60628	10275	33	33	0	0	53	33	33	33	33	0	4
6700101	51	1	0	0	0	0	17	1146070	175714	45380	51753	9734	33	33	0	0	53	33	33	33	33	0	4
6700201	68	1	0	0	0	0	17	1362631	174005	52397	54163	7917	33	33	0	0	53	33	33	33	33	0	4
6700301	67	1	5	5	0	1	17	2094476	217649	63291	60030	9765	33	33	0	0	53	33	33	33	33	0	4
6700302	68	1	0	0	0	0	17	1362631	174005	52397	54163	7917	33	33	0	0	53	33	33	33	33	0	4
6700303	69	1	0	0	0	0	17	1655187	206688	60750	62220	7651	33	33	0	0	53	33	33	33	33	0	4
6700401	67	1	0	0	0	0	17	1496054	197863	57537	54572	9765	33	33	0	0	53	33	33	33	33	0	4
6700402	69	1	0	0	0	0	17	1655187	206688	60750	62220	7651	33	33	0	0	53	33	33	33	33	0	4
6700501	67	1	0	0	0	0	17	1496054	197863	57537	54572	9765	33	33	0	0	53	33	33	33	33	0	4
6700502	60	1	0	0	0	0	17	1193808	171807	48025	54031	9639	33	33	0	0	53	33	33	33	33	0	4
6700503	69	1	0	0	0	0	17	1655187	206688	60750	62220	7651	33	33	0	0	53	33	33	33	33	0	4
6700601	62	1	5	5	0	1	17	1766986	202534	53299	73421	11167	33	33	0	0	53	33	33	33	33	0	4
6700602	67	1	0	0	0	0	17	1496054	197863	57537	54572	9765	33	33	0	0	53	33	33	33	33	0	4
6700603	69	1	0	0	0	0	17	1655187	206688	60750	62220	7651	33	33	0	0	53	33	33	33	33	0	4
6700701	62	1	0	0	0	0	17	1262133	184122	48454	66747	11167	33	33	0	0	53	33	33	33	33	0	4
6700702	69	1	0	0	0	0	17	1655187	206688	60750	62220	7651	33	33	0	0	53	33	33	33	33	0	4
6700703	51	1	0	0	0	0	17	1146070	175714	45380	51753	9734	33	33	0	0	53	33	33	33	33	0	4
6700801	62	1	0	0	0	0	17	1262133	184122	48454	66747	11167	33	33	0	0	53	33	33	33	33	0	4
6700802	67	1	0	0	0	0	17	1496054	197863	57537	54572	9765	33	33	0	0	53	33	33	33	33	0	4
6700803	60	1	0	0	0	0	17	1193808	171807	48025	54031	9639	33	33	0	0	53	33	33	33	33	0	4
6700901	59	1	5	5	0	1	17	1995384	227734	53792	74565	10597	33	33	0	0	53	33	33	33	33	0	4
6700902	60	1	0	0	0	0	17	1193808	171807	48025	54031	9639	33	33	0	0	53	33	33	33	33	0	4
6700903	62	1	0	0	0	0	17	1262133	184122	48454	66747	11167	33	33	0	0	53	33	33	33	33	0	4
6701001	209	1	15	15	2	2	2	2298675	234424	63743	80912	10126	33	33	0	0	53	33	33	33	33	0	4
6701002	59	1	0	0	0	0	17	1425274	207031	48902	67786	10597	33	33	0	0	53	33	33	33	33	0	4
6701003	62	1	0	0	0	0	17	1262133	184122	48454	66747	11167	33	33	0	0	53	33	33	33	33	0	4
6800101	2	1	0	0	0	0	18	1333162	202797	54095	58746	7895	34	34	0	0	54	34	34	34	34	0	4
6800201	17	1	0	0	0	0	18	1543696	163970	54077	48881	8892	34	34	0	0	54	34	34	34	34	0	4
6800301	6	1	5	5	0	1	18	2577488	191824	73108	62205	9238	34	34	0	0	54	34	34	34	34	0	4
6800302	17	1	0	0	0	0	18	1543696	163970	54077	48881	8892	34	34	0	0	54	34	34	34	34	0	4
6800303	2	1	0	0	0	0	18	1333162	202797	54095	58746	7895	34	34	0	0	54	34	34	34	34	0	4
6800401	6	1	0	0	0	0	18	1841063	174385	66462	56550	9238	34	34	0	0	54	34	34	34	34	0	4
6800402	17	1	0	0	0	0	18	1543696	163970	54077	48881	8892	34	34	0	0	54	34	34	34	34	0	4
6800403	16	1	0	0	0	0	18	1566908	149084	61020	49776	7999	34	34	0	0	54	34	34	34	34	0	4
6800501	6	1	0	0	0	0	18	1841063	174385	66462	56550	9238	34	34	0	0	54	34	34	34	34	0	4
6800502	16	1	0	0	0	0	18	1566908	149084	61020	49776	7999	34	34	0	0	54	34	34	34	34	0	4
6800601	7	1	5	5	0	1	18	2216452	249403	58689	66190	10561	34	34	0	0	54	34	34	34	34	0	4
6800602	6	1	0	0	0	0	18	1841063	174385	66462	56550	9238	34	34	0	0	54	34	34	34	34	0	4
6800603	16	1	0	0	0	0	18	1566908	149084	61020	49776	7999	34	34	0	0	54	34	34	34	34	0	4
6800701	6	1	0	0	0	0	18	1841063	174385	66462	56550	9238	34	34	0	0	54	34	34	34	34	0	4
6800702	25	1	0	0	0	0	18	1473686	204416	58396	63181	6763	34	34	0	0	54	34	34	34	34	0	4
6800703	31	1	0	0	0	0	18	1193103	178250	49576	59082	9997	34	34	0	0	54	34	34	34	34	0	4
6800801	7	1	0	0	0	0	18	1583180	226730	53353	60173	10561	34	34	0	0	54	34	34	34	34	0	4
6800802	25	1	0	0	0	0	18	1473686	204416	58396	63181	6763	34	34	0	0	54	34	34	34	34	0	4
6800803	31	1	0	0	0	0	18	1193103	178250	49576	59082	9997	34	34	0	0	54	34	34	34	34	0	4
6800901	8	1	5	5	0	1	18	1940061	210612	60630	79090	11399	34	34	0	0	54	34	34	34	34	0	4
6800902	7	1	0	0	0	0	18	1583180	226730	53353	60173	10561	34	34	0	0	54	34	34	34	34	0	4
6800903	31	1	0	0	0	0	18	1193103	178250	49576	59082	9997	34	34	0	0	54	34	34	34	34	0	4
6801001	211	1	15	15	2	2	3	3095536	286302	76566	83729	7718	34	34	0	0	54	34	34	34	34	0	4
6801002	8	1	0	0	0	0	18	1385757	191465	55118	71900	11399	34	34	0	0	54	34	34	34	34	0	4
6801003	7	1	0	0	0	0	18	1583180	226730	53353	60173	10561	34	34	0	0	54	34	34	34	34	0	4
6900101	23	1	0	0	0	0	18	1568413	216568	61745	55872	10186	34	34	0	0	54	34	34	34	34	0	4
6900201	26	1	0	0	0	0	18	1640378	163146	62972	51219	8383	34	34	0	0	54	34	34	34	34	0	4
6900301	37	1	5	5	0	1	18	2309325	180420	67064	50723	8236	34	34	0	0	54	34	34	34	34	0	4
6900302	26	1	0	0	0	0	18	1640378	163146	62972	51219	8383	34	34	0	0	54	34	34	34	34	0	4
6900303	23	1	0	0	0	0	18	1568413	216568	61745	55872	10186	34	34	0	0	54	34	34	34	34	0	4
6900401	37	1	0	0	0	0	18	1649517	164018	60967	46111	8236	34	34	0	0	54	34	34	34	34	0	4
6900402	33	1	0	0	0	0	18	1494518	209025	56902	52856	9249	34	34	0	0	54	34	34	34	34	0	4
6900501	37	1	0	0	0	0	18	1649517	164018	60967	46111	8236	34	34	0	0	54	34	34	34	34	0	4
6900502	29	1	0	0	0	0	18	1537429	198055	54084	59451	9378	34	34	0	0	54	34	34	34	34	0	4
6900601	27	1	5	5	0	1	18	2933963	207018	76090	69321	8992	34	34	0	0	54	34	34	34	34	0	4
6900602	29	1	0	0	0	0	18	1537429	198055	54084	59451	9378	34	34	0	0	54	34	34	34	34	0	4
6900603	33	1	0	0	0	0	18	1494518	209025	56902	52856	9249	34	34	0	0	54	34	34	34	34	0	4
6900701	27	1	0	0	0	0	18	2095688	188198	69173	63019	8992	34	34	0	0	54	34	34	34	34	0	4
6900702	28	1	0	0	0	0	18	1353956	183751	51658	56747	10415	34	34	0	0	54	34	34	34	34	0	4
6900801	27	1	0	0	0	0	18	2095688	188198	69173	63019	8992	34	34	0	0	54	34	34	34	34	0	4
6900802	37	1	0	0	0	0	18	1649517	164018	60967	46111	8236	34	34	0	0	54	34	34	34	34	0	4
6900803	28	1	0	0	0	0	18	1353956	183751	51658	56747	10415	34	34	0	0	54	34	34	34	34	0	4
6900901	36	1	5	5	0	1	18	2602790	206591	78436	59740	9982	34	34	0	0	54	34	34	34	34	0	4
6900902	27	1	0	0	0	0	18	2095688	188198	69173	63019	8992	34	34	0	0	54	34	34	34	34	0	4
6900903	37	1	0	0	0	0	18	1649517	164018	60967	46111	8236	34	34	0	0	54	34	34	34	34	0	4
6901001	212	1	15	15	2	2	3	3140379	303222	77058	74476	9730	34	34	0	0	54	34	34	34	34	0	4
6901002	36	1	0	0	0	0	18	1859135	187810	71305	54309	9982	34	34	0	0	54	34	34	34	34	0	4
6901003	37	1	0	0	0	0	18	1649517	164018	60967	46111	8236	34	34	0	0	54	34	34	34	34	0	4
7000101	6	1	0	0	0	0	18	2008432	190238	72504	61691	10078	35	35	0	0	55	35	35	35	35	0	4
7000201	7	1	0	0	0	0	18	1727106	247342	58204	65643	11521	35	35	0	0	55	35	35	35	35	0	4
7000301	28	1	5	5	0	1	18	1977953	210914	59295	65135	10868	35	35	0	0	55	35	35	35	35	0	4
