INT	STRING	STRING	STRING	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
64003	64-3 夜行者	t_mission_name_64003	t_mission_desc_64003	1	64	ts_chapter09_01	1	63020	63030	0	0	6	10			101	6400303	6400301	6400301	6400302	6400302	0						2	40040001	5	0	100	2	40030041	1	0	60	2	80020001	1	0	10											0
64004	64-4 火焰附加	t_mission_name_64004	t_mission_desc_64004	1	64	ts_chapter09_01	0	63030	63040	0	0	6	99			103	6400401	6400402	6400402	6400402	6400402	0						2	40040001	5	0	100																					0
64005	64-5 犬科加成	t_mission_name_64005	t_mission_desc_64005	1	64	ts_chapter09_01	0	63040	63050	0	0	6	99			101	6400501	6400501	6400501	6400502	6400502	0						2	40040001	5	0	100																					0
64006	64-6 鬼王之怒	t_mission_name_64006	t_mission_desc_64006	1	64	ts_chapter09_02	1	63050	63060	0	0	6	10			102	6400604	6400601	6400601	6400605	6400605	0						2	40040001	5	0	100	2	40030042	1	0	60	2	80020001	1	0	10											0
64007	64-7 灾祸之始	t_mission_name_64007	t_mission_desc_64007	1	64	ts_chapter09_02	0	63060	63070	0	0	6	99			101	6400701	6400702	6400702	6400703	6400703	0						2	40040001	5	0	100																					0
64008	64-8 怒与灾	t_mission_name_64008	t_mission_desc_64008	1	64	ts_chapter09_02	0	63070	63080	0	0	6	99			103	6400801	6400802	6400802	6400802	6400802	0						2	40040001	5	0	100																					0
64009	64-9 青赤之争	t_mission_name_64009	t_mission_desc_64009	1	64	ts_chapter09_02	1	63080	63090	0	0	6	10			101	6400904	6400905	6400905	6400901	6400901	0						2	40040001	5	0	100	2	40030043	1	0	60	2	80020001	1	0	10											0
64010	64-10 炎之刃	t_mission_name_64010	t_mission_desc_64010	1	64	ts_chapter09_02	2	63090	64000	0	0	6	5			102	6401004	6401001	6401001	6401005	6401005	0						2	50010001	5	0	30	2	70040401	1	0	2	2	80020001	1	0	10											0
65001	65-1 本体之争	t_mission_name_65001	t_mission_desc_65001	1	65	ts_chapter06_01	0	64000	64010	0	0	6	99			104	6500101	6500101	6500101	6500101	6500101	0						2	40040001	5	0	100																					0
65002	65-2 猫咪先生	t_mission_name_65002	t_mission_desc_65002	1	65	ts_chapter06_01	0	64010	64020	0	0	6	99			104	6500201	6500201	6500201	6500201	6500201	0						2	40040001	5	0	100																					0
65003	65-3 猫咪小姐	t_mission_name_65003	t_mission_desc_65003	1	65	ts_chapter06_01	1	64020	64030	0	0	6	10			101	6500303	6500301	6500301	6500302	6500302	0						2	40040001	5	0	100	2	40030041	1	0	60	2	80020001	1	0	10											0
65004	65-4 报丧鸟	t_mission_name_65004	t_mission_desc_65004	1	65	ts_chapter06_01	0	64030	64040	0	0	6	99			101	6500401	6500401	6500401	6500402	6500402	0						2	40040001	5	0	100																					0
65005	65-5 青鬼之赤	t_mission_name_65005	t_mission_desc_65005	1	65	ts_chapter06_01	0	64040	64050	0	0	6	99			101	6500501	6500501	6500501	6500502	6500502	0						2	40040001	5	0	100																					0
65006	65-6 青鬼之炎	t_mission_name_65006	t_mission_desc_65006	1	65	ts_chapter06_02	1	64050	64060	0	0	6	10			102	6500604	6500602	6500602	6500601	6500601	0						2	40040001	5	0	100	2	40030042	1	0	60	2	80020001	1	0	10											0
65007	65-7 青鬼之阵	t_mission_name_65007	t_mission_desc_65007	1	65	ts_chapter06_02	0	64060	64070	0	0	6	99			102	6500701	6500701	6500701	6500702	6500702	0						2	40040001	5	0	100																					0
65008	65-8 花与蜜	t_mission_name_65008	t_mission_desc_65008	1	65	ts_chapter06_02	0	64070	64080	0	0	6	99			104	6500801	6500801	6500801	6500801	6500801	0						2	40040001	5	0	100																					0
65009	65-9 九尾之乱	t_mission_name_65009	t_mission_desc_65009	1	65	ts_chapter06_02	1	64080	64090	0	0	6	10			102	6500904	6500901	6500901	6500903	6500903	0						2	40040001	5	0	100	2	40030043	1	0	60	2	80020001	1	0	10											0
65010	65-10 妖与梦	t_mission_name_65010	t_mission_desc_65010	1	65	ts_chapter06_02	2	64090	65000	0	0	6	5			101	6501004	6501001	6501001	6501005	6501005	0						2	50010001	5	0	30	2	70010402	1	0	2	2	80020001	1	0	10											0
66001	66-1 雪域童兵	t_mission_name_66001	t_mission_desc_66001	1	66	ts_chapter07_01	0	65000	65010	0	0	6	99			104	6600101	6600101	6600101	6600101	6600101	0						2	40040001	5	0	100																					0
66002	66-2 月之渴望	t_mission_name_66002	t_mission_desc_66002	1	66	ts_chapter07_01	0	65010	65020	0	0	6	99			104	6600201	6600201	6600201	6600201	6600201	0						2	40040001	5	0	100																					0
66003	66-3 并肩作战	t_mission_name_66003	t_mission_desc_66003	1	66	ts_chapter07_01	1	65020	65030	0	0	6	10			101	6600301	6600302	6600302	6600303	6600303	0						2	40040001	5	0	100	2	40030041	1	0	60	2	80020001	1	0	10											0
66004	66-4 赤鬼之刃	t_mission_name_66004	t_mission_desc_66004	1	66	ts_chapter07_01	0	65030	65040	0	0	6	99			103	6600401	6600402	6600402	6600402	6600402	0						2	40040001	5	0	100																					0
66005	66-5 无光之火	t_mission_name_66005	t_mission_desc_66005	1	66	ts_chapter07_01	0	65040	65050	0	0	6	99			101	6600501	6600501	6600501	6600502	6600502	0						2	40040001	5	0	100																					0
66006	66-6 结与结界	t_mission_name_66006	t_mission_desc_66006	1	66	ts_chapter07_02	1	65050	65060	0	0	6	10			102	6600601	6600602	6600602	6600603	6600603	0						2	40040001	5	0	100	2	40030042	1	0	60	2	80020001	1	0	10											0
66007	66-7 弓与格斗	t_mission_name_66007	t_mission_desc_66007	1	66	ts_chapter07_02	0	65060	65070	0	0	6	99			101	6600701	6600701	6600701	6600702	6600702	0						2	40040001	5	0	100																					0
66008	66-8 兔死狐悲	t_mission_name_66008	t_mission_desc_66008	1	66	ts_chapter07_02	0	65070	65080	0	0	6	99			102	6600801	6600801	6600801	6600802	6600802	0						2	40040001	5	0	100																					0
66009	66-9 背负一切	t_mission_name_66009	t_mission_desc_66009	1	66	ts_chapter07_02	1	65080	65090	0	0	6	10			102	6600901	6600902	6600902	6600903	6600903	0						2	40040001	5	0	100	2	40030043	1	0	60	2	80020001	1	0	10											0
66010	66-10 无忧公主	t_mission_name_66010	t_mission_desc_66010	1	66	ts_chapter07_02	2	65090	66000	0	0	6	5			102	6601001	6601002	6601002	6601003	6601003	0						2	50010001	5	0	30	2	70020402	1	0	2	2	80020001	1	0	10											0
67001	67-1 底层巫女	t_mission_name_67001	t_mission_desc_67001	1	67	ts_chapter08_01	0	66000	66010	0	0	6	99			104	6700101	6700101	6700101	6700101	6700101	0						2	40040001	5	0	100																					0
67002	67-2 编外巫女	t_mission_name_67002	t_mission_desc_67002	1	67	ts_chapter08_01	0	66010	66020	0	0	6	99			104	6700201	6700201	6700201	6700201	6700201	0						2	40040001	5	0	100																					0
67003	67-3 神社之鬼	t_mission_name_67003	t_mission_desc_67003	1	67	ts_chapter08_01	1	66020	66030	0	0	6	10			101	6700301	6700302	6700302	6700303	6700303	0						2	40040001	5	0	100	2	40030041	1	0	60	2	80020001	1	0	10											0
67004	67-4 多面童子	t_mission_name_67004	t_mission_desc_67004	1	67	ts_chapter08_01	0	66030	66040	0	0	6	99			102	6700401	6700401	6700401	6700402	6700402	0						2	40040001	5	0	100																					0
67005	67-5 移动智囊	t_mission_name_67005	t_mission_desc_67005	1	67	ts_chapter08_01	0	66040	66050	0	0	6	99			102	6700501	6700502	6700502	6700503	6700503	0						2	40040001	5	0	100																					0
67006	67-6 雪域之风	t_mission_name_67006	t_mission_desc_67006	1	67	ts_chapter08_02	1	66050	66060	0	0	6	10			102	6700601	6700602	6700602	6700603	6700603	0						2	40040001	5	0	100	2	40030042	1	0	60	2	80020001	1	0	10											0
67007	67-7 巫女力场	t_mission_name_67007	t_mission_desc_67007	1	67	ts_chapter08_02	0	66060	66070	0	0	6	99			102	6700701	6700702	6700702	6700703	6700703	0						2	40040001	5	0	100																					0
67008	67-8 鬼之力场	t_mission_name_67008	t_mission_desc_67008	1	67	ts_chapter08_02	0	66070	66080	0	0	6	99			102	6700801	6700802	6700802	6700803	6700803	0						2	40040001	5	0	100																					0
67009	67-9 白色死神	t_mission_name_67009	t_mission_desc_67009	1	67	ts_chapter08_02	1	66080	66090	0	0	6	10			102	6700901	6700902	6700902	6700903	6700903	0						2	40040001	5	0	100	2	40030043	1	0	60	2	80020001	1	0	10											0
67010	67-10 红白作风	t_mission_name_67010	t_mission_desc_67010	1	67	ts_chapter08_02	2	66090	67000	0	0	6	5			102	6701001	6701002	6701002	6701003	6701003	0						2	50010001	5	0	30	2	70030402	1	0	2	2	80020001	1	0	10											0
68001	68-1 高爆弹	t_mission_name_68001	t_mission_desc_68001	1	68	ts_chapter09_01	0	67000	67010	0	0	6	99			104	6800101	6800101	6800101	6800101	6800101	0						2	40040001	5	0	100																					0
68002	68-2 附魔钻	t_mission_name_68002	t_mission_desc_68002	1	68	ts_chapter09_01	0	67010	67020	0	0	6	99			104	6800201	6800201	6800201	6800201	6800201	0						2	40040001	5	0	100																					0
68003	68-3 动能天使	t_mission_name_68003	t_mission_desc_68003	1	68	ts_chapter09_01	1	67020	67030	0	0	6	10			101	6800301	6800302	6800302	6800303	6800303	0						2	40040001	5	0	100	2	40030041	1	0	60	2	80020001	1	0	10											0
68004	68-4 动能拳甲	t_mission_name_68004	t_mission_desc_68004	1	68	ts_chapter09_01	0	67030	67040	0	0	6	99			101	6800401	6800402	6800402	6800403	6800403	0						2	40040001	5	0	100																					0
68005	68-5 涡流	t_mission_name_68005	t_mission_desc_68005	1	68	ts_chapter09_01	0	67040	67050	0	0	6	99			101	6800501	6800501	6800501	6800502	6800502	0						2	40040001	5	0	100																					0
68006	68-6 推进弹头	t_mission_name_68006	t_mission_desc_68006	1	68	ts_chapter09_02	1	67050	67060	0	0	6	10			101	6800601	6800602	6800602	6800603	6800603	0						2	40040001	5	0	100	2	40030042	1	0	60	2	80020001	1	0	10											0
68007	68-7 魔能转化	t_mission_name_68007	t_mission_desc_68007	1	68	ts_chapter09_02	0	67060	67070	0	0	6	99			102	6800701	6800702	6800702	6800703	6800703	0						2	40040001	5	0	100																					0
68008	68-8 无源干涉	t_mission_name_68008	t_mission_desc_68008	1	68	ts_chapter09_02	0	67070	67080	0	0	6	99			102	6800801	6800802	6800802	6800803	6800803	0						2	40040001	5	0	100																					0
68009	68-9 斩击少女	t_mission_name_68009	t_mission_desc_68009	1	68	ts_chapter09_02	1	67080	67090	0	0	6	10			102	6800901	6800902	6800902	6800903	6800903	0						2	40040001	5	0	100	2	40030043	1	0	60	2	80020001	1	0	10											0
68010	68-10 不灭神话	t_mission_name_68010	t_mission_desc_68010	1	68	ts_chapter09_02	2	67090	68000	0	0	6	5			102	6801001	6801002	6801002	6801003	6801003	0						2	50010001	5	0	30	2	70040402	1	0	2	2	80020001	1	0	10											0
69001	69-1 脑残粉	t_mission_name_69001	t_mission_desc_69001	1	69	ts_chapter10_01	0	68000	68010	0	0	6	99			104	6900101	6900101	6900101	6900101	6900101	0						2	40040001	5	0	100																					0
69002	69-2 全武行	t_mission_name_69002	t_mission_desc_69002	1	69	ts_chapter10_01	0	68010	68020	0	0	6	99			104	6900201	6900201	6900201	6900201	6900201	0						2	40040001	5	0	100																					0
69003	69-3 白无垢	t_mission_name_69003	t_mission_desc_69003	1	69	ts_chapter10_01	1	68020	68030	0	0	6	10			101	6900301	6900302	6900302	6900303	6900303	0						2	40040001	5	0	100	2	40030041	1	0	60	2	80020001	1	0	10											0
69004	69-4 逆反期I	t_mission_name_69004	t_mission_desc_69004	1	69	ts_chapter10_01	0	68030	68040	0	0	6	99			103	6900401	6900402	6900402	6900402	6900402	0						2	40040001	5	0	100																					0
69005	69-5 逆反期II	t_mission_name_69005	t_mission_desc_69005	1	69	ts_chapter10_01	0	68040	68050	0	0	6	99			103	6900501	6900502	6900502	6900502	6900502	0						2	40040001	5	0	100																					0
69006	69-6 拉风	t_mission_name_69006	t_mission_desc_69006	1	69	ts_chapter10_02	1	68050	68060	0	0	6	10			102	6900601	6900602	6900602	6900603	6900603	0						2	40040001	5	0	100	2	40030042	1	0	60	2	80020001	1	0	10											0
69007	69-7 舞蹈机甲	t_mission_name_69007	t_mission_desc_69007	1	69	ts_chapter10_02	0	68060	68070	0	0	6	99			101	6900701	6900701	6900701	6900702	6900702	0						2	40040001	5	0	100																					0
69008	69-8 反对派I	t_mission_name_69008	t_mission_desc_69008	1	69	ts_chapter10_02	0	68070	68080	0	0	6	99			102	6900801	6900802	6900802	6900803	6900803	0						2	40040001	5	0	100																					0
69009	69-9 反对派II	t_mission_name_69009	t_mission_desc_69009	1	69	ts_chapter10_02	1	68080	68090	0	0	6	10			102	6900901	6900902	6900902	6900903	6900903	0						2	40040001	5	0	100	2	40030043	1	0	60	2	80020001	1	0	10											0
69010	69-10 绿光	t_mission_name_69010	t_mission_desc_69010	1	69	ts_chapter10_02	2	68090	69000	0	0	6	5			102	6901001	6901002	6901002	6901003	6901003	0						2	50010001	5	0	30	2	70010403	1	0	2	2	80020001	1	0	10											0
70001	70-1 投影	t_mission_name_70001	t_mission_desc_70001	1	70	ts_chapter05_01	0	69000	69010	0	0	6	99			104	7000101	7000101	7000101	7000101	7000101	0						2	40040001	6	0	100																					0
70002	70-2 暂时落入	t_mission_name_70002	t_mission_desc_70002	1	70	ts_chapter05_01	0	69010	69020	0	0	6	99			104	7000201	7000201	7000201	7000201	7000201	0						2	40040001	6	0	100																					0
70003	70-3 异域生成	t_mission_name_70003	t_mission_desc_70003	1	70	ts_chapter05_01	1	69020	69030	0	0	6	10			102	7000301	7000302	7000302	7000303	7000303	0						2	40040001	6	0	100	2	40030041	1	0	60	2	80020001	1	0	10											0
70004	70-4 异域消逝	t_mission_name_70004	t_mission_desc_70004	1	70	ts_chapter05_01	0	69030	69040	0	0	6	99			101	7000401	7000402	7000402	7000403	7000403	0						2	40040001	6	0	100																					0
70005	70-5 时空扩散	t_mission_name_70005	t_mission_desc_70005	1	70	ts_chapter05_01	0	69040	69050	0	0	6	99			101	7000501	7000501	7000501	7000502	7000502	0						2	40040001	6	0	100																					0
70006	70-6 时空生成	t_mission_name_70006	t_mission_desc_70006	1	70	ts_chapter05_02	1	69050	69060	0	0	6	10			101	7000601	7000602	7000602	7000603	7000603	0						2	40040001	6	0	100	2	40030042	1	0	60	2	80020001	1	0	10											0
70007	70-7 无源之力	t_mission_name_70007	t_mission_desc_70007	1	70	ts_chapter05_02	0	69060	69070	0	0	6	99			101	7000701	7000702	7000702	7000703	7000703	0						2	40040001	6	0	100																					0
70008	70-8 迷失进入	t_mission_name_70008	t_mission_desc_70008	1	70	ts_chapter05_02	0	69070	69080	0	0	6	99			101	7000801	7000801	7000801	7000802	7000802	0						2	40040001	6	0	100																					0
70009	70-9 迷失逸出	t_mission_name_70009	t_mission_desc_70009	1	70	ts_chapter05_02	1	69080	69090	0	0	6	10			102	7000901	7000902	7000902	7000903	7000903	0						2	40040001	6	0	100	2	40030043	1	0	60	2	80020001	1	0	10											0
70010	70-10 稳定点	t_mission_name_70010	t_mission_desc_70010	1	70	ts_chapter05_02	2	69090	70000	0	0	6	5			101	7001001	7001002	7001002	7001003	7001003	0						2	50010001	6	0	30	2	70020403	1	0	2	2	80020001	1	0	10											0
71001	71-1 近卫者	t_mission_name_71001	t_mission_desc_71001	1	71	ts_chapter01	0	70000	70010	0	0	6	99			104	7100101	7100101	7100101	7100101	7100101	0						2	40040001	6	0	100																					0
71002	71-2 HeAt	t_mission_name_71002	t_mission_desc_71002	1	71	ts_chapter01	0	70010	70020	0	0	6	99			104	7100201	7100201	7100201	7100201	7100201	0						2	40040001	6	0	100																					0
71003	71-3 冷光	t_mission_name_71003	t_mission_desc_71003	1	71	ts_chapter01	1	70020	70030	0	0	6	10			101	7100301	7100302	7100302	7100303	7100303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
71004	71-4 生化魔灵	t_mission_name_71004	t_mission_desc_71004	1	71	ts_chapter01	0	70030	70040	0	0	6	99			101	7100401	7100402	7100402	7100401	7100401	0						2	40040001	6	0	100																					0
71005	71-5 念动力	t_mission_name_71005	t_mission_desc_71005	1	71	ts_chapter01	0	70040	70050	0	0	6	99			101	7100501	7100501	7100501	7100502	7100502	0						2	40040001	6	0	100																					0
71006	71-6 动能女仆	t_mission_name_71006	t_mission_desc_71006	1	71	ts_chapter01	1	70050	70060	0	0	6	10			101	7100601	7100602	7100602	7100603	7100603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
71007	71-7 高分子化	t_mission_name_71007	t_mission_desc_71007	1	71	ts_chapter01	0	70060	70070	0	0	6	99			104	7100701	7100702	7100702	7100702	7100702	0						2	40040001	6	0	100																					0
71008	71-8 轻量化	t_mission_name_71008	t_mission_desc_71008	1	71	ts_chapter01	0	70070	70080	0	0	6	99			101	7100801	7100801	7100801	7100802	7100802	0						2	40040001	6	0	100																					0
71009	71-9 精神共鸣	t_mission_name_71009	t_mission_desc_71009	1	71	ts_chapter01	1	70080	70090	0	0	6	10			101	7100901	7100902	7100902	7100903	7100903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
71010	71-10 考核狂	t_mission_name_71010	t_mission_desc_71010	1	71	ts_chapter01	2	70090	71000	0	0	6	5			102	7101001	7101002	7101002	7101003	7101003	0						2	50010001	6	0	30	2	70030403	1	0	2	2	80020001	1	0	10											0
72001	72-1 废土记忆	t_mission_name_72001	t_mission_desc_72001	1	72	ts_chapter02	0	71000	71010	0	0	6	99			104	7200101	7200101	7200101	7200101	7200101	0						2	40040001	6	0	100																					0
72002	72-2 改造阵痛	t_mission_name_72002	t_mission_desc_72002	1	72	ts_chapter02	0	71010	71020	0	0	6	99			104	7200201	7200201	7200201	7200201	7200201	0						2	40040001	6	0	100																					0
72003	72-3 无痛回忆	t_mission_name_72003	t_mission_desc_72003	1	72	ts_chapter02	1	71020	71030	0	0	6	10			101	7200301	7200302	7200302	7200303	7200303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
72004	72-4 阶级利益	t_mission_name_72004	t_mission_desc_72004	1	72	ts_chapter02	0	71030	71040	0	0	6	99			101	7200401	7200401	7200401	7200402	7200402	0						2	40040001	6	0	100																					0
72005	72-5 自暴自弃	t_mission_name_72005	t_mission_desc_72005	1	72	ts_chapter02	0	71040	71050	0	0	6	99			101	7200501	7200501	7200501	7200502	7200502	0						2	40040001	6	0	100																					0
72006	72-6 创伤应激	t_mission_name_72006	t_mission_desc_72006	1	72	ts_chapter02	1	71050	71060	0	0	6	10			102	7200601	7200602	7200602	7200603	7200603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
72007	72-7 阴暗回忆	t_mission_name_72007	t_mission_desc_72007	1	72	ts_chapter02	0	71060	71070	0	0	6	99			102	7200701	7200702	7200702	7200703	7200703	0						2	40040001	6	0	100																					0
72008	72-8 掩面杀手	t_mission_name_72008	t_mission_desc_72008	1	72	ts_chapter02	0	71070	71080	0	0	6	99			101	7200801	7200801	7200801	7200802	7200802	0						2	40040001	6	0	100																					0
72009	72-9 失忆	t_mission_name_72009	t_mission_desc_72009	1	72	ts_chapter02	1	71080	71090	0	0	6	10			101	7200901	7200902	7200902	7200903	7200903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
72010	72-10 怨念之银	t_mission_name_72010	t_mission_desc_72010	1	72	ts_chapter02	2	71090	72000	0	0	6	5			102	7201001	7201002	7201002	7201003	7201003	0						2	50010001	6	0	30	2	70040403	1	0	2	2	80020001	1	0	10											0
73001	73-1 预备役	t_mission_name_73001	t_mission_desc_73001	1	73	ts_chapter03_01	0	72000	72010	0	0	6	99			104	7300101	7300101	7300101	7300101	7300101	0						2	40040001	6	0	100																					0
73002	73-2 大口径	t_mission_name_73002	t_mission_desc_73002	1	73	ts_chapter03_01	0	72010	72020	0	0	6	99			104	7300201	7300201	7300201	7300201	7300201	0						2	40040001	6	0	100																					0
73003	73-3 放逐天使	t_mission_name_73003	t_mission_desc_73003	1	73	ts_chapter03_01	1	72020	72030	0	0	6	10			102	7300301	7300302	7300302	7300303	7300303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
73004	73-4 弱肉强食	t_mission_name_73004	t_mission_desc_73004	1	73	ts_chapter03_01	0	72030	72040	0	0	6	99			101	7300401	7300401	7300401	7300402	7300402	0						2	40040001	6	0	100																					0
73005	73-5 源氏血统	t_mission_name_73005	t_mission_desc_73005	1	73	ts_chapter03_01	0	72040	72050	0	0	6	99			101	7300501	7300501	7300501	7300502	7300502	0						2	40040001	6	0	100																					0
73006	73-6 受限控制	t_mission_name_73006	t_mission_desc_73006	1	73	ts_chapter03_02	1	72050	72060	0	0	6	10			102	7300601	7300602	7300602	7300603	7300603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
73007	73-7 审判者	t_mission_name_73007	t_mission_desc_73007	1	73	ts_chapter03_02	0	72060	72070	0	0	6	99			103	7300701	7300702	7300702	7300702	7300702	0						2	40040001	6	0	100																					0
73008	73-8 炮决	t_mission_name_73008	t_mission_desc_73008	1	73	ts_chapter03_02	0	72070	72080	0	0	6	99			101	7300801	7300801	7300801	7300802	7300802	0						2	40040001	6	0	100																					0
73009	73-9 弹一闪	t_mission_name_73009	t_mission_desc_73009	1	73	ts_chapter03_02	1	72080	72090	0	0	6	10			102	7300901	7300902	7300902	7300903	7300903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
73010	73-10 独立者	t_mission_name_73010	t_mission_desc_73010	1	73	ts_chapter03_02	2	72090	73000	0	0	6	5			102	7301001	7301002	7301002	7301003	7301003	0						2	50010001	6	0	30	2	70010404	1	0	2	2	80020001	1	0	10											0
74001	74-1 长力臂	t_mission_name_74001	t_mission_desc_74001	1	74	ts_chapter04_01	0	73000	73010	0	0	6	99			104	7400101	7400101	7400101	7400101	7400101	0						2	40040001	6	0	100																					0
74002	74-2 金刚拳套	t_mission_name_74002	t_mission_desc_74002	1	74	ts_chapter04_01	0	73010	73020	0	0	6	99			104	7400201	7400201	7400201	7400201	7400201	0						2	40040001	6	0	100																					0
74003	74-3 技术宅	t_mission_name_74003	t_mission_desc_74003	1	74	ts_chapter04_01	1	73020	73030	0	0	6	10			101	7400301	7400302	7400302	7400303	7400303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
74004	74-4 羽翼	t_mission_name_74004	t_mission_desc_74004	1	74	ts_chapter04_01	0	73030	73040	0	0	6	99			103	7400401	7400402	7400402	7400402	7400402	0						2	40040001	6	0	100																					0
74005	74-5 合金改造	t_mission_name_74005	t_mission_desc_74005	1	74	ts_chapter04_01	0	73040	73050	0	0	6	99			101	7400501	7400501	7400501	7400502	7400502	0						2	40040001	6	0	100																					0
74006	74-6 扇面改良	t_mission_name_74006	t_mission_desc_74006	1	74	ts_chapter04_02	1	73050	73060	0	0	6	10			102	7400601	7400602	7400602	7400603	7400603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
74007	74-7 效应量化	t_mission_name_74007	t_mission_desc_74007	1	74	ts_chapter04_02	0	73060	73070	0	0	6	99			101	7400701	7400702	7400702	7400703	7400703	0						2	40040001	6	0	100																					0
74008	74-8 链接	t_mission_name_74008	t_mission_desc_74008	1	74	ts_chapter04_02	0	73070	73080	0	0	6	99			101	7400801	7400802	7400802	7400803	7400803	0						2	40040001	6	0	100																					0
74009	74-9 丢失分身	t_mission_name_74009	t_mission_desc_74009	1	74	ts_chapter04_02	1	73080	73090	0	0	6	10			102	7400901	7400902	7400902	7400903	7400903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
74010	74-10 无欲者	t_mission_name_74010	t_mission_desc_74010	1	74	ts_chapter04_02	2	73090	74000	0	0	6	5			102	7401001	7401002	7401002	7401003	7401003	0						2	50010001	6	0	30	2	70020404	1	0	2	2	80020001	1	0	10											0
75001	75-1 魔灵侵袭	t_mission_name_75001	t_mission_desc_75001	1	75	ts_chapter05_01	0	74000	74010	0	0	6	99			104	7500101	7500101	7500101	7500101	7500101	0						2	40040001	6	0	100																					0
75002	75-2 杀戮机器	t_mission_name_75002	t_mission_desc_75002	1	75	ts_chapter05_01	0	74010	74020	0	0	6	99			104	7500201	7500201	7500201	7500201	7500201	0						2	40040001	6	0	100																					0
75003	75-3 神王陨落	t_mission_name_75003	t_mission_desc_75003	1	75	ts_chapter05_01	1	74020	74030	0	0	6	10			101	7500301	7500302	7500302	7500303	7500303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
75004	75-4 绝对服从	t_mission_name_75004	t_mission_desc_75004	1	75	ts_chapter05_01	0	74030	74040	0	0	6	99			101	7500401	7500402	7500402	7500403	7500403	0						2	40040001	6	0	100																					0
75005	75-5 非致命	t_mission_name_75005	t_mission_desc_75005	1	75	ts_chapter05_01	0	74040	74050	0	0	6	99			101	7500501	7500501	7500501	7500502	7500502	0						2	40040001	6	0	100																					0
75006	75-6 疏导者	t_mission_name_75006	t_mission_desc_75006	1	75	ts_chapter05_02	1	74050	74060	0	0	6	10			101	7500601	7500602	7500602	7500603	7500603	0						2	40040001	6	0	100	2	40030052	1	0	60	2	80020001	1	0	10											0
75007	75-7 守卫者	t_mission_name_75007	t_mission_desc_75007	1	75	ts_chapter05_02	0	74060	74070	0	0	6	99			103	7500701	7500702	7500702	7500702	7500702	0						2	40040001	6	0	100																					0
75008	75-8 避难者	t_mission_name_75008	t_mission_desc_75008	1	75	ts_chapter05_02	0	74070	74080	0	0	6	99			101	7500801	7500801	7500801	7500802	7500802	0						2	40040001	6	0	100																					0
75009	75-9 近卫者	t_mission_name_75009	t_mission_desc_75009	1	75	ts_chapter05_02	1	74080	74090	0	0	6	10			101	7500901	7500902	7500902	7500903	7500903	0						2	40040001	6	0	100	2	40030053	1	0	60	2	80020001	1	0	10											0
75010	75-10 表演者	t_mission_name_75010	t_mission_desc_75010	1	75	ts_chapter05_02	2	74090	75000	0	0	6	5			101	7501001	7501002	7501002	7501003	7501003	0						2	50010001	6	0	30	2	70030404	1	0	2	2	80020001	1	0	10											0
76001	76-1 通灵混乱	t_mission_name_76001	t_mission_desc_76001	1	76	ts_chapter09_01	0	75000	75010	0	0	6	99			104	7600101	7600101	7600101	7600101	7600101	0						2	40040001	6	0	100																					0
76002	76-2 朝生暮死	t_mission_name_76002	t_mission_desc_76002	1	76	ts_chapter09_01	0	75010	75020	0	0	6	99			104	7600201	7600201	7600201	7600201	7600201	0						2	40040001	6	0	100																					0
76003	76-3 暗夜精灵	t_mission_name_76003	t_mission_desc_76003	1	76	ts_chapter09_01	1	75020	75030	0	0	6	10			101	7600301	7600302	7600302	7600303	7600303	0						2	40040001	6	0	100	2	40030051	1	0	60	2	80020001	1	0	10											0
76004	76-4 炎魔力量	t_mission_name_76004	t_mission_desc_76004	1	76	ts_chapter09_01	0	75030	75040	0	0	6	99			103	7600401	7600402	7600402	7600402	7600402	0						2	40040001	6	0	100																					0
76005	76-5 迷雾猎人	t_mission_name_76005	t_mission_desc_76005	1	76	ts_chapter09_01	0	75040	75050	0	0	6	99			101	7600501	7600501	7600501	7600502	7600502	0						2	40040001	6	0	100																					0
