INT	STRING	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT	INT	FLOAT	FLOAT
20002	进阶贺喜	t_huiyi_sub_name_20002	2	随着正式的紫色机甲的装备，机甲将军成为了新一批直接在一线作战的高层人员，是我第一个认识的真正的高层	t_huiyi_sub_lang_20002	90010027					1	3	30	12									
20003	战争创伤	t_huiyi_sub_name_20003	2	黄金神王在与虫族的战斗中失去了几乎自己所有的老友，那段时间天天拉着我喝酒	t_huiyi_sub_lang_20003	90010036					1	1	300	120									
20004	一族之长	t_huiyi_sub_name_20004	2	跟着青鬼王一起逛街的时候我还是压力很大的，路过的青鬼都跟我点头哈腰的，把我当什么人了	t_huiyi_sub_lang_20004	90010042					1	4	30	12									
20005	决策系统	t_huiyi_sub_name_20005	2	白蛇妖的三个脑袋让我想起了某个超级计算机的决策系统，不过从今天我和她(们)一起琢磨晚上吃什么的时候，她的决策果然很有效	t_huiyi_sub_lang_20005	90010059					1	31	30	12									
20006	饮酒作乐	t_huiyi_sub_name_20006	2	机甲将军的神经同步率高到研究人员都不敢相信，拉着我喝酒庆祝了一番，我是搞不懂他们为什么都喜欢喝酒	t_huiyi_sub_lang_20006	90010027					1	31	30	12									
20007	特殊对待	t_huiyi_sub_name_20007	2	时间长了以后，整个青鬼族群都对我特殊对待了，似乎我现在的待遇在青鬼族群里仅次于青鬼王的样子，这些还是要怪青鬼王嗯嗯	t_huiyi_sub_lang_20007	90010042					1	3	30	12									
20008	不堪其扰	t_huiyi_sub_name_20008	2	几天不见，女武神已经可以熟练地召唤和控制自己的分身了，居然喜欢上了召唤好几个分身调戏我，我像那种很缺后宫的人么？哼！	t_huiyi_sub_lang_20008	90010024					1	1	300	120									
20009	敛财童子	t_huiyi_sub_name_20009	2	这还是青鬼王告诉我的，缺钱的时候只要请座敷童子来自己家住一晚上，第二天就会有很大改善，座敷童子总是不情愿寄宿，不过和我的关系还是不错的	t_huiyi_sub_lang_20009	90010069	90010042				2	31	60	24									
20010	驾前侍卫	t_huiyi_sub_name_20010	2	我惊讶地发现青鬼王的所谓驾前侍卫其实就是强袭天使，不用说，这丫头绝对是又缺钱了才会去这么做的	t_huiyi_sub_lang_20010	90010042	90010006				2	5	60	24									
20011	重量差距	t_huiyi_sub_name_20011	2	我今天尝试了一下斩击天使的武器，真没有想到别说提着冲刺斩击了，我连拎起来都很困难	t_huiyi_sub_lang_20011	90010100	90010008				2	32	60	24									
20012	共同苦恼	t_huiyi_sub_name_20012	2	今天的茶会后我才知道，白蛇和九尾的苦恼在一定程度上还是有相似之处的，一个是苦恼头太多，一个是苦恼尾巴太多…	t_huiyi_sub_lang_20012	90010066	90010059				2	3	60	24									
20013	官僚作风	t_huiyi_sub_name_20013	2	青鬼王之前看到四处游荡的夜魇，希望她能够加入青鬼一族，不过夜魇拒绝了。我看青鬼王的口气，可能是因为她没放下王的架子吧	t_huiyi_sub_lang_20013	90010049	90010042				2	5	60	24									
20014	额外兼职	t_huiyi_sub_name_20014	2	今天喝咖啡的时候看见炮击天使在帮机械女仆做咖啡，好像是之前在星际噫趣上花了太多的钱，不得不开始兼职了	t_huiyi_sub_lang_20014	90010035	90010007				2	1	600	240									
20015	超压炮击	t_huiyi_sub_name_20015	2	机甲将军跟我吹嘘说他的机甲什么攻击都能扛得住，结果我叫来了炮击天使，弹头倾泻一样的炮击瞬间教会了机甲将军怎么做人	t_huiyi_sub_lang_20015	90010027	90010007				2	4	60	24									
20016	女仆起源	t_huiyi_sub_name_20016	2	其实机械女仆最早的时候只是机甲将军的私家女仆而已，机甲将军跟我说，他看到现在的机械女仆还是很欣慰的，只是咖啡做的不如以前好喝了	t_huiyi_sub_lang_20016	90010035	90010027				2	31	60	24									
20017	不可思议	t_huiyi_sub_name_20017	2	今天的每日比武中，月兔硬生生地用拳头弹开了鬼巫女的刀刃…我都快吓疯了	t_huiyi_sub_lang_20017	90010067	90010052				2	4	60	24									
20018	飘忽不定	t_huiyi_sub_name_20018	2	明明刚才还在一起吃可丽饼，但是扭头就又找不到黑子的人影了，估计又不知道去哪儿看什么奇怪的东西了，反正如果是买电脑配件的话绝对和我没什么关系	t_huiyi_sub_lang_20018	90010214					1	5	180	72									
20019	傲娇小姐	t_huiyi_sub_name_20019	2	明日少尉在我的眼中绝对是这个次元的傲娇教科书，就像今天早餐的字条一样：“绝对不是特地为你做的，但是你吃掉的话也没有什么关系”	t_huiyi_sub_lang_20019	90010201					1	1	1800	720									
20020	手撕时空	t_huiyi_sub_name_20020	2	紫妈的能力大概就是这个样子吧，今天我给她打个电话，她就瞬间出现在我的身后…你就不能好好的从正门敲门进来么？	t_huiyi_sub_lang_20020	90010215					1	3	180	72									
20021	冷漠少女	t_huiyi_sub_name_20021	2	我和波波利一起喝奶茶的一个半小时，俩人基本上是毫无对话，对视了这么长时间以后她居然问我“为什么不说话”…	t_huiyi_sub_lang_20021	90010205					1	31	180	72									
20022	天使之箭	t_huiyi_sub_name_20022	2	我给一卡螺丝的定制箭头可以在发射之后转化成各种东西，比如今天的基地就生生地下了一整天的羽毛雨，不用想肯定是她干的，不过还真是浪费啊	t_huiyi_sub_lang_20022	90010403					1	5	180	72									
20023	飞刀客	t_huiyi_sub_name_20023	2	女仆长高兴的时候打招呼都是用微笑的，不过这回估计是不太高兴吧，我刚一推门进来，凭空就出现一把飞刀擦着我头皮钉在了墙上	t_huiyi_sub_lang_20023	90010405					1	4	180	72									
20024	街机达人	t_huiyi_sub_name_20024	2	街机厅的人说炮姐在那里都玩到了下班时间还是不肯走，我过去一看，到底还是在玩呱太的抓娃娃机，从这一点上基本上就可以理解了	t_huiyi_sub_lang_20024	90010203					1	5	180	72									
20025	活泼爆炸	t_huiyi_sub_name_20025	2	奈亚酱这种活泼简直是难以形容，整个茶会中一直是出于上蹿下跳的状态，我们一起拍照的时候居然也只能拍到奈亚酱的残影，真是够了	t_huiyi_sub_lang_20025	90010213					1	5	180	72									
20026	冒失女仆	t_huiyi_sub_name_20026	2	很难想象如此开朗的奈亚酱会是一个超级冒失的人，好几次把自己呆毛落在了咖啡里面，然后又甩来甩去，是不是最近太累了呆毛都控制不住了？	t_huiyi_sub_lang_20026	90010213					1	32	180	72									
20027	懒惰小姐	t_huiyi_sub_name_20027	2	我替妖梦照顾幽灵公主的一天，已经认识到了幽灵公主的那种微妙的懒惰，先不说这一天我为她做了八顿饭，光叫她起床和哄她睡觉都得动用美食才行	t_huiyi_sub_lang_20027	90010208					1	31	180	72									
20028	宅急送	t_huiyi_sub_name_20028	2	我叫的外卖突然就出现在自己客厅的桌子上，看了一下上面写着黑子是配送员大概也就能理解了，估计她又在挣外快吧	t_huiyi_sub_lang_20028	90010214					1	32	180	72									
20029	人形电脑	t_huiyi_sub_name_20029	2	让我头疼了好几天的财务统计问题，居然让紫妈半个小时就解决了，这人计算完全不用什么工具软件的，看一眼瞬间就能得出结果	t_huiyi_sub_lang_20029	90010215					1	3	180	72									
20030	作死天使	t_huiyi_sub_name_20030	2	很久之前C.C.还是蛮享受她这种不会死的属性的，你总是能看见她在各个场合用各种不同的形式作死，基本就是这个星际的作死小能手，居然还是个Xoutude播主	t_huiyi_sub_lang_20030	90010211					1	3	180	72									
20031	无言英雄	t_huiyi_sub_name_20031	2	黑色射手重视话很少，但是又不像是某些拿着奇怪兵器那个人，今天一起喝咖啡的时候，黑色射手很平静地跟我说了她当年的战斗经历，以及腹部伤疤的来源	t_huiyi_sub_lang_20031	90010204					1	1	1800	720									
20032	烈焰风暴	t_huiyi_sub_name_20032	2	我们扎堆找了一个比较荒凉的星球一起吃户外烧烤，然而火力担当显而易见就是我们的火女同志，精湛的火系技能真是烤的外焦里嫩（天哪我们把能力到底当成了什么）	t_huiyi_sub_lang_20032	90010404					1	32	180	72									
20033	歌声力量	t_huiyi_sub_name_20033	2	早就听说初音战士的歌声有治愈和净化的力量，刚来时沉闷的我也是在电子设备上听了初音战士的歌曲以后才从自己的心灵狭缝中走了出来	t_huiyi_sub_lang_20033	90010212					1	1	1800	720									
20034	皎月之力	t_huiyi_sub_name_20034	2	从我的角度来看，我觉得月圆之时的月兔和一卡螺丝会变得非常亢奋，就拿现在的两人来说，还在游乐场的过山车上不肯下来呢	t_huiyi_sub_lang_20034	90010403	90010052				2	32	210	84									
20035	茶道交流	t_huiyi_sub_name_20035	2	我早早就知道红白最喜欢的就是在神社的鸟居下晒着太阳喝茶，于是就邀请机械女仆来一起搞茶道交流，然而没想到机械女仆擅长的英式红茶…	t_huiyi_sub_lang_20035	90010209	90010035				2	4	210	84									
20036	区域攻击	t_huiyi_sub_name_20036	2	捉迷藏爱好者夜魇小同学这次约了一卡螺丝一起进行试验，结果一卡螺丝把整片树林给点了，我还要准备一下待会儿去医院探望一下最近一个月都不能起床的夜魇小朋友	t_huiyi_sub_lang_20036	90010403	90010049				2	1	2100	840									
20037	部落冲突	t_huiyi_sub_name_20037	2	聊天的时候明日少尉告诉我，很早的时候青鬼王她们还会与其他的族群之间进行各种不同原因的交战，有的时候甚至只是为了争夺一朵长得比较好看的花，而那个时候她的主要工作就是终止这些无所谓的冲突	t_huiyi_sub_lang_20037	90010201	90010042				2	1	2100	840									
20038	武器教学	t_huiyi_sub_name_20038	2	钢妹跟我讲述了她武器的来历，似乎是她在迷惘之时是斗人少尉给她指明了作战士的道路，并用与自己差不多属性的武器手把手进行教学；问题来了，把一个迷途少女训练成一个雇佣兵，是好事还是坏事呢	t_huiyi_sub_lang_20038	90010202	90010101				2	5	210	84									
20039	致命弱点	t_huiyi_sub_name_20039	2	两个喝高的家伙居然按着我说出了他们两个的致命弱点：九尾妖狐的九条尾巴中的其中一条，和zero眼部那朵花绽开的一瞬间	t_huiyi_sub_lang_20039	90010206	90010066				2	3	210	84									
20040	文化冲击	t_huiyi_sub_name_20040	2	今天茶会上妖狐少女和初音战士一同为我们进行了天后级别的才艺展示，妖狐少女的传统音乐风格和初音战士的电波风互相冲撞之下果然产生了不可思议的效果	t_huiyi_sub_lang_20040	90010212	90010055				2	31	210	84									
20041	AOE觉悟	t_huiyi_sub_name_20041	2	在一个较大扇面上的攻击方式是我最近的研究方向，炮击天使和幽灵公主都说可以过来帮忙，然后这两个人合力拆掉了我的研究室，以及小半个训练场	t_huiyi_sub_lang_20041	90010208	90010007				2	3	210	84									
20042	守护冥界	t_huiyi_sub_name_20042	2	我站在冥界的交界处的时候，是这两个人同时拦住了我，我就说她们俩为什么很熟的样子，原来现世和冥界的交界处是由她们俩共同守护的	t_huiyi_sub_lang_20042	90010208	90010057				2	32	210	84									
20043	高阶斗争	t_huiyi_sub_name_20043	2	还是助手跟我说的，火女和黄金神王其实是世仇，但是一般情况下他们都保持着良好的交流关系，只是每隔几年就有一场固定的比武性质的斗争	t_huiyi_sub_lang_20043	90010404	90010036				2	1	2100	840									
20044	战斗改良	t_huiyi_sub_name_20044	2	明日少尉跟我说，就在上个星期，暴脾气兔子接受了战斗化生化改良，从外观上来讲完全没有什么变化，只是力量比原来强多了，今后真的不敢惹兔子了	t_huiyi_sub_lang_20044	90010201	90010052				2	4	210	84									
20045	斩击使命	t_huiyi_sub_name_20045	2	相对于技能的区别，现在和我一起喝茶的三位都是那种对各种敌人毫不手软的类型，除了奈亚酱尚且还算比较开朗的类型，其他的同志都是…不苟言笑	t_huiyi_sub_lang_20045	90010213	90010067	90010008			3	3	240	96									
20046	女仆欲望	t_huiyi_sub_name_20046	2	欲望君主很好奇女仆们的欲望到底是什么，拜托我邀请了机械女仆和女仆长，结果分析结果是…女仆们的欲望就是无限的家务变成1+1一样简单…	t_huiyi_sub_lang_20046	90010405	90010053	90010035			3	4	240	96									
20047	妖气浓郁	t_huiyi_sub_name_20047	2	传统意义上人们一直认为具有实体化的武器是不会对妖一类的造成什么影响，不过对于交战已久的现世次元来说，我这次试验还是蛮无聊的	t_huiyi_sub_lang_20047	90010207	90010007	90010027	90010055		4	31	270	108									
20048	天降正义	t_huiyi_sub_name_20048	2	女武神认为天使就应该有天使的样子，于是召集了所谓的“天使一族”开始了她所钟爱的正面战训练：“天使就应该有个天使的样子，你们可是正义的化身”——不过既然她是武神还是随她去吧…	t_huiyi_sub_lang_20048	90010403	90010007	90010008	90010024	90010006	5	1	3000	1200									
20049	镰与刀	t_huiyi_sub_name_20049	2	近身格斗训练中zero的短刀试图近身明日少尉，结果还是被明日少尉像丢垃圾一样甩了出去，真是吓哭我了，不过看得出来应该是明日少尉运气比较好而已	t_huiyi_sub_lang_20049	90010206	90010201				2	5	360	144									
20050	看我眼色	t_huiyi_sub_name_20050	2	本时空最有特点的两双眼睛，一个眼中始终冒着蓝色的火焰，一个是自身火属性却又这一双火焰灼烧似的眼睛，不说了我该去配一副墨镜了	t_huiyi_sub_lang_20050	90010401	90010204				2	31	360	144									
20051	家政女皇	t_huiyi_sub_name_20051	2	这两个人莫名其妙地开始比拼家政了，一个劲儿的各种伺候我，说白了还是明日少尉不想在任何场合认输罢了…她冲的咖啡实在是惨不忍睹啊	t_huiyi_sub_lang_20051	90010201	90010213				2	31	360	144									
20052	频繁交涉	t_huiyi_sub_name_20052	2	魔法剑客跟我抱怨现在这活简直是没法干了，每次她接了悬赏去狩猎各种恶灵，每当要最后一击的时候，幽灵公主总是会跳出来说这是她冥界的哪个哪个朋友之类的	t_huiyi_sub_lang_20052	90010402	90010208				2	4	360	144									
20053	临时征用	t_huiyi_sub_name_20053	2	奈亚酱被临时征用为阿紫的女仆，一开始想不通为什么战斗力那么强的奈亚酱会那么顺从，后来反应过来，阿紫可以从逻辑上直接否定奈亚酱的存在，然后就不会有什么然后了	t_huiyi_sub_lang_20053	90010213	90010215				2	31	360	144									
20054	最高权威	t_huiyi_sub_name_20054	2	在整个星际里这两个人一直争论到底谁才是战斗人员中的最高权威，当提及年龄问题的时候我就看着阿紫突然噎住的样子，还好没笑出来不然非得滚键盘了	t_huiyi_sub_lang_20054	90010202	90010215				2	5	360	144									
20055	刃长之争	t_huiyi_sub_name_20055	2	我个人还是比较喜欢枪械类的武器的，不过斗人少尉和zero就“刀刃是长的还是短的”争论了整整一个下午…她们为什么不去直接打一架呢？	t_huiyi_sub_lang_20055	90010202	90010206				2	5	360	144									
20056	不可貌相	t_huiyi_sub_name_20056	2	在我的眼里，阿紫甚至要比明日少尉还要年轻一些，但是实际上阿紫呐…她永远17岁，不要问为什么，就是17岁	t_huiyi_sub_lang_20056	90010215	90010201				2	4	360	144									
20057	人形盾牌	t_huiyi_sub_name_20057	2	魔法剑客总是要面对各种恐怖的异界恶魔，遇到那种几乎是要一击必死的，我就会让C.C.陪她，结果就是战场说多了一个不会死又始终在作死的战友存在，敌人还是很苦恼的	t_huiyi_sub_lang_20057	90010211	90010402				2	4	360	144									
20058	数量占优	t_huiyi_sub_name_20058	2	斗人少尉和妖妄之梦的每日比武最终以妖妄之梦的微弱优势胜出而结束，但是作为旁观者的我看来从各种意义上讲妖妄之梦只是从武器数量上取得优势的	t_huiyi_sub_lang_20058	90010202	90010207				2	1	3600	1440									
20059	官派作风	t_huiyi_sub_name_20059	2	这两个人是我在公事的时候最不愿意遇到的两个人，两个人在工作上实在是太古板了以至于感觉上不是很交流，不过办事效率很高就是了	t_huiyi_sub_lang_20059	90010204	90010202				2	1	3600	1440									
20060	白与黑	t_huiyi_sub_name_20060	2	远远地看着还以为是黑白无常一样的人，其实是一起逛街的黑色射手和zero…不过反念又一想，大概黑白无常的战斗力不如前面这两位吧	t_huiyi_sub_lang_20060	90010206	90010204				2	5	360	144									
20061	电磁干扰	t_huiyi_sub_name_20061	2	妖妄之梦总是说有武器比没武器要好的多，我给她引见了炮姐，结果炮姐先是用电磁解决了妖妄之梦的武器，随后又用铁砂剑恨恨地教训了妖妄之梦	t_huiyi_sub_lang_20061	90010207	90010203				2	3	360	144									
20062	绝对萝莉	t_huiyi_sub_name_20062	2	火女今天就是当着阿紫的面交了一声紫妈，然后整个画面就变得凄惨无比…我在这里写紫妈应该没问题吧POU(&(*T(GB:J＞HJOIHAN()Q{(	t_huiyi_sub_lang_20062	90010215	90010404				2	3	360	144									
20063	教育无效	t_huiyi_sub_name_20063	2	为了C.C.不再一次一次作死，从而节约大量的人力物力财力，斗人少尉不知道给zero做了多少次心理疏导工作，但是总是在C.C.这里不管用，至少这次我看还是那样	t_huiyi_sub_lang_20063	90010211	90010202				2	32	360	144									
20064	规则限定	t_huiyi_sub_name_20064	2	由于是两个人一同对夜魇的夜间隐蔽性进行测试，所以我规定这个阶段不允许出现武器的使用，结果夜魇还是被无限狂刷位移的黑子同学撞了个正着	t_huiyi_sub_lang_20064	90010403	90010214	90010049			3	1	1500	600	6	0.5	0.2						
20065	课后茶会	t_huiyi_sub_name_20065	2	没想到明日少尉也是一个性情中人，居然今天在一堆测试之后还给我们开了茶会，真是喜出望外	t_huiyi_sub_lang_20065	90010406	90010206	90010027			3	31	150	60	33	0.5	0.2						
20066	高级欲望	t_huiyi_sub_name_20066	2	大半夜的欲望君主狂砸我的门，貌似是被两个人的欲望给吓到了，一个是C.C.一心求死的欲望，另外一个就是zero想毁灭世界的欲望，我静静地跟她说，“习惯习惯就好了”	t_huiyi_sub_lang_20066	90010211	90010206	90010053			3	4	150	60	9	0.5	0.2						
20067	成功隐蔽	t_huiyi_sub_name_20067	2	这次的追踪训练夜魇真的成功躲避掉了所有人的侦查，其实真正的原因是夜魇趁着别人没有注意直接自己溜回家了，讲道理这也算成功	t_huiyi_sub_lang_20067	90010401	90010405	90010008	90010049		4	1	1800	720	6	0.5	0.2						
20068	团队协作	t_huiyi_sub_name_20068	2	每次我都喜欢让白蛇妖去做小队的领导者…因为多两个脑袋下达任务的时候就会变得出奇的方便	t_huiyi_sub_lang_20068	90010201	90010207	90010100	90010059		4	31	180	72	33	0.5	0.2						
20069	着装品味	t_huiyi_sub_name_20069	2	这两个人总是对着伊卡的翅膀垂涎三尺…为什么你们女生那么喜欢翅膀呢？	t_huiyi_sub_lang_20069	90010206	90010404	90010403			3	1	3000	1200	6	0.5	0.2						
20070	潜在吃货	t_huiyi_sub_name_20070	2	斗人从未想过今天她请客会花这么多钱…除了幽灵公主以外，原来炮姐也是一个潜在的吃货	t_huiyi_sub_lang_20070	90010202	90010203	90010208			3	3	300	120	8	0.5	0.2						
20071	侦缉分队	t_huiyi_sub_name_20071	2	魔法剑客想把灼眼公主组织进来的原因居然只是为了放火烧各种恶魔的据点…	t_huiyi_sub_lang_20071	90010401	90010402	90010406			3	4	300	120	9	0.5	0.2						
20072	阻挡之源	t_huiyi_sub_name_20072	2	也只有在高度改变的梦境中，红白才能有机会看到妖妄之梦用双刀挡子弹	t_huiyi_sub_lang_20072	90010207	90010209	90010406			3	31	300	120	33	0.5	0.2						
20073	购物狂欢	t_huiyi_sub_name_20073	2	座敷童子大概是这个时空中最慷慨的人了，睡一觉醒来以后发现自己又快被各种现金埋没了，于是乎就叫了星际时空范围内最近的最近的几个女生一起去购物狂欢，到底还是有钱任性的节奏	t_huiyi_sub_lang_20073	90010205	90010404	90010213	90010069		4	3	330	132	8	0.5	0.2						
20074	试图改变	t_huiyi_sub_name_20074	2	斗人少尉真的不相信波波利是一个不知道情感是什么的生物，她希望由雪女配合的初音战士的现场演出能够净化波波利的内心，重新呼唤起她内心中快乐的成分，结果事实证明波波利的内心本身就是一片虚无	t_huiyi_sub_lang_20074	90010212	90010202	90010205	90010062		4	5	330	132	10	0.5	0.2						
20075	放学茶会	t_huiyi_sub_name_20075	2	根据我这儿得到的资料，最早刚开始战斗改造时，所有的人员都要一起参加战术课程的。明明都是同学，但是现在变成了今天的局面是谁也没有想到的。而女仆长组织的课后茶会，是当时红苹果乐园一样的存在	t_huiyi_sub_lang_20075	90010214	90010212	90010405	90010007		4	5	330	132	10	0.5	0.2						
20076	联合抑制	t_huiyi_sub_name_20076	2	zero是真正容易发狂的那种类型，她眼部的那朵死亡之花能一次又一次地唤醒她战斗的欲望，每当她试图暴走的时候，无论是梦境中潜入的妖妄之梦，还是瞬移过来的黑子，亦或是赶忙展开防御结界的钢妹，都能有效地将可能造成的损失降低到最小	t_huiyi_sub_lang_20076	90010207	90010214	90010206	90010101		4	31	330	132	33	0.5	0.2						
20077	新年祈福	t_huiyi_sub_name_20077	2	在星际时空里怎么可能有什么新年的定义，红白邀请这几个单纯的妹子去神社搞什么新年祈福，分明只是又找了一个理由再坑一笔香油钱罢了，还好我没有信邪	t_huiyi_sub_lang_20077	90010401	90010211	90010209	90010201		4	1	4800	1920	6	0.5	0.2						
20078	三点速移	t_huiyi_sub_name_20078	2	真不知道黑子到底是怎么想的，非要拉着阿紫去比拼什么空间位移的速度，在另外三位之间远距离快速空间位移时间最短的获得胜利，结果阿紫所用的时间是-1s，毕竟人家是可以在时间维度上移动的啊	t_huiyi_sub_lang_20078	90010211	90010406	90010214	90010215		4	31	480	192	33	0.5	0.2						
20079	高阶认证	t_huiyi_sub_name_20079	2	经过这几位很有打击感的中高层战斗人员的测试，她们一致认为斩击天使的努力和武器的改进是十分有成效的，所以要求我给斩击天使每天晚饭加个鸡腿…加就加呗这么兴师动众干什么	t_huiyi_sub_lang_20079	90010208	90010205	90010403	90010401		4	1	4800	1920	6	0.5	0.2						
20080	色系之争	t_huiyi_sub_name_20080	2	我就这样和红白坐在远处一边喝着茶一边看着这两个人为红色和白色哪个更好看吵得不可开交	t_huiyi_sub_lang_20080	90010502	90010206				2	31	1140	456	33	0.5	0.2						
20081	反被欺凌	t_huiyi_sub_name_20081	2	召唤师以为自己的恶作剧又一次得手了，没料到被奈亚酱一顿痛殴…她应该庆幸不是奈亚酱的另外一种形态	t_huiyi_sub_lang_20081	90010502	90010213				2	4	1140	456	9	0.5	0.2						
20082	恐怖回忆	t_huiyi_sub_name_20082	2	在阿丝奈眼中，她觉得波波利就像是被人剥去灵魂的一个躯壳，或者说，她觉得波波利的灵魂似乎被困在什么里面了	t_huiyi_sub_lang_20082	90010500	90010205				2	31	1140	456	33	0.5	0.2						
20083	东方偶像	t_huiyi_sub_name_20083	2	蝴蝶：“既然你这么缺钱，为什么不和我一起当偶像呢？”	t_huiyi_sub_lang_20083	90010504	90010209				2	3	1140	456	8	0.5	0.2						
20084	附魔装填	t_huiyi_sub_name_20084	2	阿丝奈一直搞不清楚的魔法剑客手枪的装填原理…整个手枪都是附魔的所以根本就不需要装填哟	t_huiyi_sub_lang_20084	90010500	90010402				2	32	1140	456	34	0.5	0.2						
20085	五音不全	t_huiyi_sub_name_20085	2	在遇到蝴蝶之前我还觉得斗人少尉唱歌属于那种“能听”的状态，不过现在对比的人越来越多基本上就感觉呵呵了	t_huiyi_sub_lang_20085	90010504	90010202				2	1	11400	4560	6	0.5	0.2						
20086	甘拜下风	t_huiyi_sub_name_20086	2	不得不说狂姗各种服装都十分的适合，相比之下明日少尉更多的时候只是在嫉妒周围都在关注狂姗而不是她	t_huiyi_sub_lang_20086	90010501	90010201				2	1	11400	4560	6	0.5	0.2						
20087	一本正经	t_huiyi_sub_name_20087	2	C.C.和骑士女皇大战在前时板着脸的样子真的是让人觉得…可是这两个人平时还是蛮大条的，尤其骑士女皇	t_huiyi_sub_lang_20087	90010400	90010211				2	3	1140	456	8	0.5	0.2						
20088	优越感	t_huiyi_sub_name_20088	2	明日少尉虽然是领导层，但是总是想寻求周围人的瞩目和尽可能多的人的崇拜，至少她们三个人一起出来逛街的时候，明显她的上围最为突出	t_huiyi_sub_lang_20088	90010502	90010201	90010062			3	4	930	372	9	1	0.4	27	5	0			
20089	刚烈之风	t_huiyi_sub_name_20089	2	九尾又来找我抱怨了，她以为现在的战士应该是越来越优雅的同时战斗力逐步提高的，结果事实证明总有一些少女战士变得越来越有雄性之风…	t_huiyi_sub_lang_20089	90010503	90010402	90010066			3	5	930	372	10	1	0.4	23	5	0			
20090	冲刺补偿	t_huiyi_sub_name_20090	2	如果单纯是依靠追寻能力的话，这几位去寻找夜魇还是一件比较困难的事情，不过除去月兔只有非凡听觉的情况，奈亚酱和阿丝奈接受了我的建议通过各种快速冲刺来补偿位移，从而最终在丛林中撞上了夜魇	t_huiyi_sub_lang_20090	90010500	90010213	90010052	90010049		4	1	9600	3840	6	1	0.4	24	5	0			
20091	奢侈茶会	t_huiyi_sub_name_20091	2	狂姗今天心情很不错，召唤了很多的分身来做女仆，还能让机械女仆享受一回被伺候的待遇，而座敷童子的慷慨解囊使我们这次茶会变得无比奢华，隔壁正在扫地的红白估计已经嫉妒疯了	t_huiyi_sub_lang_20091	90010501	90010211	90010069	90010035		4	31	960	384	33	1	0.4	25	5	0			
20092	冷兵赛高	t_huiyi_sub_name_20092	2	人们从未想到过即便是到了现代科技先进到已经不为现世所理解的星际空间，武器逐步进化最后回归到了冷兵器时代，然而很多人即便是已经将冷兵器作为主武器的时候，还是舍不得放弃枪械来做为辅助，比如魔法剑客	t_huiyi_sub_lang_20092	90010500	90010402	90010202			3	4	1080	432	9	1	0.4	24	6	0			
20093	对比反差	t_huiyi_sub_name_20093	2	其实在这个吵吵闹闹的星际里，明日少尉似乎已经是很安稳、老成的代表了，但是当她和C.C.、阿丝奈坐在同一张茶桌前，瞬间就被比了下去…明日小姐姐挽尊啊	t_huiyi_sub_lang_20093	90010500	90010211	90010201			3	5	1080	432	10	1	0.4	23	6	0			
20094	定义抹杀	t_huiyi_sub_name_20094	2	如果不是条约限制了阿紫使用的能力，恐怕这两位枪手很难对阿紫造成什么伤害，毕竟阿紫是可以从定义上直接否定这两位的存在的，所以其实阿紫本身的能力还是很恐怖的	t_huiyi_sub_lang_20094	90010501	90010406	90010215			3	31	1080	432	33	1	0.4	28	6	0			
20095	枪术控制	t_huiyi_sub_name_20095	2	我还是忍不住去探求了一下这三位到底谁的枪术最强，虽然心里有准备但是还是没有想到居然是蝴蝶的枪术是三位中最好的，到底平时魔法剑客只是用枪做辅助，而黑色射手的话…平时用的那个叫做炮吧	t_huiyi_sub_lang_20095	90010504	90010204	90010402			3	1	10800	4320	6	1	0.4	24	6	0			
20096	难以抵挡	t_huiyi_sub_name_20096	2	在妖妄之梦主导下的梦境中攻击测试，她从梦境定义种将黄金神王的防御属性提高了几个数量级，避免了神王受伤，然而即便这样在zero和三竹立的联合攻击下，黄金神王表示扛着这么重的盾再加上那么重的攻击，小蛮腰已经快受不了了	t_huiyi_sub_lang_20096	90010503	90010206	90010207			3	32	1080	432	34	1	0.4	28	6	0			
20097	拦住黑子	t_huiyi_sub_name_20097	2	黑子不认为有人能在她到达终点前拦住她，结果在测试中阿紫轻易地就把她抓住了，黑子极度烦躁的抱怨中不小心碰到了骑士女皇的呆毛，结果这场测试就变成了一幕人间惨剧	t_huiyi_sub_lang_20097	90010400	90010214	90010215			3	31	1080	432	33	1	0.4	26	6	0			
20098	略显生涩	t_huiyi_sub_name_20098	2	C.C.和初音战士试图让三竹立略微放下一些严肃的状态，但是可能是因为三竹立从始至终都是处于一种战争的环境吧，总是时刻保持着那种下一秒就要大吼一声冲上去的状态…	t_huiyi_sub_lang_20098	90010503	90010212	90010211			3	3	1080	432	8	1	0.4	25	6	0			
20099	公正难存	t_huiyi_sub_name_20099	2	女仆时装大赛！机甲将军作为老绅士被选为这场大赛的总评委，在奈亚酱、明日以及狂姗的最终角逐中，广大观众和各位评委为了自己人身安全以及仕途考虑，一致认为明日少尉为本届大赛的冠军	t_huiyi_sub_lang_20099	90010501	90010201	90010213			3	5	1080	432	10	1	0.4	24	6	0			
